"","X","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","obama","romney","undecided","other","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","other.nonas","decided.total","romney.defs","obama.defs","other.defs"
"343",343,"--","YouGov/Economist","2012-04-07","2012-04-10","2012-04-12T13:31:55Z",715,"Registered Voters","Internet",46,43,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13517","http://cdn.yougov.com/cumulus_uploads/document/62c5cvpx77/econToplines.pdf","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"344",344,"--","Rasmussen","2012-04-07","2012-04-09","2012-04-10T11:03:14Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13482","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"345",345,"--","ABC/Post","2012-04-05","2012-04-08","2012-04-10T11:01:56Z",NA,"Registered Voters","Live Phone",51,43,4,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-13481","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_04082012.html","Nonpartisan","None",NA,1,2,96,44.7916666666667,53.125,2.08333333333333
"346",346,"--","Rasmussen","2012-04-04","2012-04-06","2012-04-09T11:24:20Z",1500,"Likely Voters","Automated Phone",47,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13473","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"347",347,"--","TIPP/Investor's Business Daily/Christian Science Monitor","2012-03-30","2012-04-05","2012-04-16T12:25:14Z",816,"Registered Voters","Live Phone",46,38,11,5,"http://elections.huffingtonpost.com/pollster/polls/tipp-investor-s-business-daily-christian-science-monitor-13532","http://www.tipponline.com/presidency/news/presidency/obama-leads-romney-46-to-38","Nonpartisan","None",NA,1,5,89,42.6966292134831,51.685393258427,5.61797752808989
"348",348,"--","Rasmussen","2012-04-01","2012-04-03","2012-04-04T12:42:18Z",1500,"Likely Voters","Automated Phone",44,47,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13426","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,51.6483516483517,48.3516483516484,NA
"349",349,"--","YouGov/Economist","2012-03-31","2012-04-03","2012-04-05T09:18:45Z",1000,"Adults","Internet",47,44,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13440","http://cdn.yougov.com/cumulus_uploads/document/tcsmuw8ni1/econToplines.pdf","Nonpartisan","None",NA,1,0,91,48.3516483516484,51.6483516483517,NA
"350",350,"--","Rasmussen","2012-03-29","2012-03-31","2012-04-02T11:46:16Z",1500,"Likely Voters","Automated Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13405","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"351",351,"--","Rasmussen","2012-03-26","2012-03-28","2012-03-29T11:20:04Z",1500,"Likely Voters","Automated Phone",44,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13379","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"352",352,"--","YouGov/Economist","2012-03-24","2012-03-27","2012-03-29T11:03:01Z",715,"Registered Voters","Internet",46,43,6,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13377","http://cdn.yougov.com/cumulus_uploads/document/id0byp7yy7/econToplines.pdf","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"353",353,"--","Gallup","2012-03-25","2012-03-26","2012-04-02T11:51:07Z",901,"Registered Voters","Live Phone",49,45,7,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-13408","http://www.gallup.com/poll/153668/Obama-Romney-Among-Registered-Voters-Nationwide.aspx","Nonpartisan","None",NA,1,0,94,47.8723404255319,52.1276595744681,NA
"354",354,"--","CNN","2012-03-24","2012-03-25","2012-03-28T16:52:53Z",925,"Registered Voters","Live Phone",54,43,NA,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-13374","http://i2.cdn.turner.com/cnn/2012/images/03/28/rel3d.pdf","Nonpartisan","None",NA,1,3,100,43,54,3
"355",355,"--","Rasmussen","2012-03-23","2012-03-25","2012-03-26T11:59:01Z",1500,"Likely Voters","Automated Phone",46,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13330","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"356",356,"--","Suffolk","2012-03-21","2012-03-25","2012-03-26T13:54:49Z",1070,"Likely Voters","Live Phone",47,37,7,7,"http://elections.huffingtonpost.com/pollster/polls/suffolk-13338","http://www.suffolk.edu/51086.html","Nonpartisan","None",NA,1,7,91,40.6593406593407,51.6483516483517,7.69230769230769
"357",357,"--","Marist/McClatchy","2012-03-20","2012-03-22","2012-03-27T11:22:34Z",846,"Registered Voters","Live Phone",46,44,9,NA,"http://elections.huffingtonpost.com/pollster/polls/marist-mcclatchy-13344","http://www.mcclatchydc.com/2012/03/26/143149/mcclatchy-marist-poll-on-politics.html","Nonpartisan","None",NA,1,0,90,48.8888888888889,51.1111111111111,NA
"358",358,"--","Rasmussen","2012-03-20","2012-03-22","2012-03-23T14:20:27Z",1500,"Likely Voters","Automated Phone",45,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13309","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,50,50,NA
"359",359,"--","YouGov/Economist","2012-03-17","2012-03-20","2012-03-21T16:35:33Z",715,"Registered Voters","Internet",49,42,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13283","http://cdn.yougov.com/cumulus_uploads/document/3nqergp46v/econToplines.pdf","Nonpartisan","None",NA,1,0,91,46.1538461538462,53.8461538461538,NA
"360",360,"--","Reason/Rupe","2012-03-10","2012-03-20","2012-03-26T17:40:40Z",1200,"Adults","Live Phone",46,40,11,3,"http://elections.huffingtonpost.com/pollster/polls/reason-rupe-13340","http://reason.com/assets/db/13327241811317.pdf","Nonpartisan","None",NA,1,3,89,44.9438202247191,51.685393258427,3.37078651685393
"361",361,"--","Rasmussen","2012-03-17","2012-03-19","2012-03-20T11:08:11Z",1500,"Likely Voters","Automated Phone",46,45,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13258","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,91,49.4505494505495,50.5494505494505,NA
"362",362,"--","PPP (D)","2012-03-15","2012-03-17","2012-03-22T13:57:59Z",900,"Registered Voters","Automated Phone",48,44,8,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-13288","http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_032212.pdf","Pollster","Dem",NA,1,0,92,47.8260869565217,52.1739130434783,NA
"363",363,"--","Rasmussen","2012-03-14","2012-03-16","2012-03-19T11:23:49Z",1500,"Likely Voters","Automated Phone",49,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13233","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,46.7391304347826,53.2608695652174,NA
"364",364,"--","Rasmussen","2012-03-11","2012-03-13","2012-03-14T09:48:29Z",1500,"Likely Voters","Automated Phone",44,46,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13209","http://www.rasmussenreports.com/public_content/politics/obama_administration/obama_approval_index_history","Nonpartisan","None",NA,1,0,90,51.1111111111111,48.8888888888889,NA
"365",365,"--","YouGov/Economist","2012-03-10","2012-03-13","2012-03-15T16:42:09Z",715,"Registered Voters","Internet",48,44,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13219","http://cdn.yougov.com/cumulus_uploads/document/80t59s65uu/econToplines.pdf","Nonpartisan","None",NA,1,0,92,47.8260869565217,52.1739130434783,NA
"366",366,"--","FOX","2012-03-10","2012-03-12","2012-03-15T11:16:12Z",912,"Registered Voters","Live Phone",46,42,10,2,"http://elections.huffingtonpost.com/pollster/polls/fox-13212","http://www.foxnews.com/interactive/politics/2012/03/14/fox-news-poll-romney-leads-gop-pack-but-obama-still-tops-republicans-in/","Nonpartisan","None",NA,1,2,90,46.6666666666667,51.1111111111111,2.22222222222222
"367",367,"--","Ipsos/Reuters","2012-03-08","2012-03-11","2012-03-14T09:19:07Z",937,"Registered Voters","Live Phone",52,41,4,3,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-13208","http://www.ipsos-na.com/download/pr.aspx?id=11445","Nonpartisan","None",NA,1,3,96,42.7083333333333,54.1666666666667,3.125
"368",368,"--","Bloomberg","2012-03-08","2012-03-11","2012-03-13T14:46:15Z",746,"Likely Voters","Live Phone",47,47,6,NA,"http://elections.huffingtonpost.com/pollster/polls/bloomberg-13207","http://www.bloomberg.com/news/2012-03-14/obama-romney-race-toss-up-in-poll-showing-independents-critical.html","Nonpartisan","None",NA,1,0,94,50,50,NA
"369",369,"--","Pew","2012-03-07","2012-03-11","2012-03-14T10:17:11Z",1188,"Registered Voters","Live Phone",54,42,3,1,"http://elections.huffingtonpost.com/pollster/polls/pew-13211","http://www.people-press.org/files/legacy-pdf/03-14-12%20Political%20Release.pdf","Nonpartisan","None",NA,1,1,97,43.298969072165,55.6701030927835,1.03092783505155
"370",370,"--","CBS/Times","2012-03-07","2012-03-11","2012-03-12T11:43:21Z",878,"Registered Voters","Live Phone",47,44,8,1,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-13183","http://www.cbsnews.com/8301-250_162-57395858/cbs-news-nyt-polls-3-12-12/","Nonpartisan","None",NA,1,1,92,47.8260869565217,51.0869565217391,1.08695652173913
"371",371,"--","Rasmussen","2012-03-08","2012-03-10","2012-03-12T12:23:01Z",1500,"Likely Voters","Automated Phone",42,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13190","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,53.3333333333333,46.6666666666667,NA
"372",372,"--","ABC/Post","2012-03-07","2012-03-10","2012-03-12T12:12:26Z",NA,"Registered Voters","Live Phone",47,49,4,1,"http://elections.huffingtonpost.com/pollster/polls/abc-post-13184","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_031012.html","Nonpartisan","None",NA,1,1,97,50.5154639175258,48.4536082474227,1.03092783505155
"373",373,"--","Rasmussen","2012-03-05","2012-03-07","2012-03-09T18:11:03Z",1500,"Likely Voters","Automated Phone",48,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13179","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,92,47.8260869565217,52.1739130434783,NA
"374",374,"--","YouGov/Economist","2012-03-03","2012-03-06","2012-03-07T18:00:24Z",715,"Registered Voters","Internet",49,41,4,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13169","http://big.assets.huffingtonpost.com/20120306econToplines.pdf","Nonpartisan","None",NA,1,0,90,45.5555555555556,54.4444444444444,NA
"375",375,"--","Rasmussen","2012-03-02","2012-03-04","2012-03-05T10:30:21Z",1500,"Likely Voters","Automated Phone",45,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13134","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,88,48.8636363636364,51.1363636363636,NA
"376",376,"--","NBC/WSJ","2012-02-29","2012-03-03","2012-03-05T10:36:47Z",NA,"Registered Voters","Live Phone",50,44,2,4,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-13135","http://firstread.msnbc.msn.com/_news/2012/03/04/10578249-nbcwsj-poll-primary-season-takes-corrosive-toll-on-gop-and-its-candidates","Nonpartisan","None",NA,1,4,98,44.8979591836735,51.0204081632653,4.08163265306122
"377",377,"--","Rasmussen","2012-02-28","2012-03-01","2012-03-02T11:48:40Z",1500,"Likely Voters","Automated Phone",48,42,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13103","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,46.6666666666667,53.3333333333333,NA
"378",378,"--","YouGov/Economist","2012-02-25","2012-02-28","2012-03-01T15:20:50Z",1000,"Adults","Internet",49,40,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13092","http://big.assets.huffingtonpost.com/20120228econToplines.pdf","Nonpartisan","None",NA,1,0,89,44.9438202247191,55.0561797752809,NA
"379",379,"--","Rasmussen","2012-02-25","2012-02-27","2012-02-28T14:06:23Z",1500,"Likely Voters","Automated Phone",44,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13061","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,88,50,50,NA
"380",380,"--","Rasmussen","2012-02-22","2012-02-24","2012-02-27T11:55:31Z",1500,"Likely Voters","Automated Phone",46,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-13049","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"381",381,"--","Politico/GWU/Battleground","2012-02-19","2012-02-22","2012-02-27T13:58:31Z",1000,"Likely Voters","Live Phone",53,43,5,NA,"http://elections.huffingtonpost.com/pollster/polls/politico-gwu-battleground-13054","http://images.politico.com/global/2012/02/bg_46_questionnaire.html","Nonpartisan","None",NA,1,0,96,44.7916666666667,55.2083333333333,NA
"382",382,"--","Rasmussen","2012-02-19","2012-02-21","2012-02-22T12:34:27Z",1500,"Likely Voters","Automated Phone",47,41,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12996","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,88,46.5909090909091,53.4090909090909,NA
"383",383,"--","YouGov/Economist","2012-02-18","2012-02-21","2012-02-23T09:29:43Z",715,"Registered Voters","Internet",49,41,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-13011","http://cdn.yougov.com/downloads/releases/econ/20120218_econToplines.pdf","Nonpartisan","None",NA,1,0,90,45.5555555555556,54.4444444444444,NA
"384",384,"--","AP-GfK","2012-02-16","2012-02-20","2012-02-22T08:54:13Z",1000,"Adults","Live Phone",51,43,2,5,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-12993","http://surveys.ap.org/data/GfK/AP-GfK%20Poll%20February%202012%20Topline_2012%20GOP.pdf","Nonpartisan","None",NA,1,5,99,43.4343434343434,51.5151515151515,5.05050505050505
"385",385,"--","Quinnipiac","2012-02-14","2012-02-20","2012-02-22T08:40:53Z",2605,"Registered Voters","Live Phone",46,44,8,2,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-12992","http://www.quinnipiac.edu/institutes-and-centers/polling-institute/national/release-detail?ReleaseID=1708","Nonpartisan","None",NA,1,2,92,47.8260869565217,50,2.17391304347826
"386",386,"--","USAToday/ Gallup","2012-02-16","2012-02-19","2012-02-22T09:02:29Z",898,"Registered Voters","Live Phone",46,50,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/usatoday-gallup-12994","http://www.usatoday.com/news/politics/story/2012-02-20/GOP-convention-poll/53172644/1","Nonpartisan","None",NA,1,0,96,52.0833333333333,47.9166666666667,NA
"387",387,"--","Rasmussen","2012-02-16","2012-02-18","2012-02-20T20:04:35Z",1500,"Likely Voters","Automated Phone",47,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12972","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,47.7777777777778,52.2222222222222,NA
"388",388,"--","Rasmussen","2012-02-13","2012-02-15","2012-02-16T11:05:24Z",1500,"Likely Voters","Automated Phone",47,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12938","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,47.7777777777778,52.2222222222222,NA
"389",389,"--","YouGov/Economist","2012-02-11","2012-02-14","2012-02-16T12:37:00Z",715,"Registered Voters","Internet",49,42,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-12939","http://big.assets.huffingtonpost.com/20120214econToplines.pdf","Nonpartisan","None",NA,1,0,91,46.1538461538462,53.8461538461538,NA
"390",390,"--","Democracy Corps (D)","2012-02-11","2012-02-14","2012-02-15T16:22:33Z",1000,"Likely Voters","Live Phone",49,45,4,3,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-12934","http://www.democracycorps.com/wp-content/files/dcor120214fq_web-Wednesday.pdf","Pollster","Dem",NA,1,3,97,46.3917525773196,50.5154639175258,3.09278350515464
"391",391,"--","CNN","2012-02-10","2012-02-13","2012-02-15T17:11:06Z",937,"Registered Voters","Live Phone",51,46,NA,2,"http://elections.huffingtonpost.com/pollster/polls/cnn-12935","http://i2.cdn.turner.com/cnn/2012/images/02/15/rel2f.pdf","Nonpartisan","None",NA,1,2,99,46.4646464646465,51.5151515151515,2.02020202020202
"392",392,"--","CBS/Times","2012-02-08","2012-02-13","2012-02-14T10:25:01Z",1064,"Registered Voters","Live Phone",48,42,9,NA,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-12900","http://www.cbsnews.com/8301-250_162-57377936/cbs-news-polls-2-14-12/","Nonpartisan","None",NA,1,0,90,46.6666666666667,53.3333333333333,NA
"393",393,"--","Rasmussen","2012-02-10","2012-02-12","2012-02-14T12:01:25Z",1500,"Likely Voters","Automated Phone",48,42,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12903","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,46.6666666666667,53.3333333333333,NA
"394",394,"--","PPP (D)","2012-02-09","2012-02-12","2012-02-14T12:54:08Z",1200,"Registered Voters","Automated Phone",49,42,9,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-12905","http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_021412.pdf","Pollster","Dem",NA,1,0,91,46.1538461538462,53.8461538461538,NA
"395",395,"--","Pew","2012-02-08","2012-02-12","2012-02-13T14:40:33Z",1172,"Registered Voters","Live Phone",52,44,3,1,"http://elections.huffingtonpost.com/pollster/polls/pew-12891","http://www.people-press.org/files/legacy-pdf/02-13-12%20Final%20Political%20Release.pdf","Nonpartisan","None",NA,1,1,97,45.360824742268,53.6082474226804,1.03092783505155
"396",396,"--","Fairleigh Dickinson","2012-02-06","2012-02-12","2012-02-14T11:04:48Z",903,"Registered Voters","Live Phone",45,41,13,NA,"http://elections.huffingtonpost.com/pollster/polls/fairleigh-dickinson-12901","http://publicmind.fdu.edu/2012/beatboth/","Nonpartisan","None",NA,1,0,86,47.6744186046512,52.3255813953488,NA
"397",397,"--","Rasmussen","2012-02-07","2012-02-09","2012-02-13T11:22:30Z",1500,"Likely Voters","Automated Phone",50,40,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12843","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,44.4444444444444,55.5555555555556,NA
"398",398,"--","FOX","2012-02-06","2012-02-09","2012-02-10T11:35:55Z",1100,"Registered Voters","Live Phone",47,42,10,2,"http://elections.huffingtonpost.com/pollster/polls/fox-12822","http://www.foxnews.com/politics/2012/02/10/fox-news-poll-methodology-santorum-surge/","Nonpartisan","None",NA,1,2,91,46.1538461538462,51.6483516483517,2.1978021978022
"399",399,"--","YouGov/Economist","2012-02-04","2012-02-07","2012-02-08T17:43:37Z",715,"Registered Voters","Internet",51,39,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-12813","http://big.assets.huffingtonpost.com/20120207econToplines.pdf","Nonpartisan","None",NA,1,0,90,43.3333333333333,56.6666666666667,NA
"400",400,"--","Rasmussen","2012-02-04","2012-02-06","2012-02-08T16:18:15Z",1500,"Likely Voters","Automated Phone",48,42,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12783","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,46.6666666666667,53.3333333333333,NA
"401",401,"--","Ipsos/Reuters","2012-02-02","2012-02-06","2012-02-07T16:13:22Z",881,"Registered Voters","Live Phone",48,42,6,5,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-12743","http://www.ipsos-na.com/download/pr.aspx?id=11363","Nonpartisan","None",NA,1,5,95,44.2105263157895,50.5263157894737,5.26315789473684
"402",402,"--","ABC/Post","2012-02-01","2012-02-04","2012-02-06T08:52:33Z",NA,"Registered Voters","Live Phone",51,45,2,1,"http://elections.huffingtonpost.com/pollster/polls/abc-post-12721","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_020412.html","Nonpartisan","None",NA,1,1,97,46.3917525773196,52.5773195876289,1.03092783505155
"403",403,"--","Rasmussen","2012-02-01","2012-02-03","2012-02-08T16:18:45Z",1500,"Likely Voters","Automated Phone",46,44,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12786","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,48.8888888888889,51.1111111111111,NA
"404",404,"--","Rasmussen","2012-01-29","2012-01-31","2012-02-08T16:19:34Z",1500,"Likely Voters","Automated Phone",47,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12789","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,90,47.7777777777778,52.2222222222222,NA
"405",405,"--","YouGov/Economist","2012-01-28","2012-01-31","2012-02-02T11:29:49Z",715,"Registered Voters","Internet",49,40,5,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-12704","http://big.assets.huffingtonpost.com/20120131econToplines.pdf","Nonpartisan","None",NA,1,0,89,44.9438202247191,55.0561797752809,NA
"406",406,"--","DailyKos/SEIU/PPP (D)","2012-01-26","2012-01-29","2012-01-31T13:16:12Z",1000,"Registered Voters","Automated Phone",46,42,12,NA,"http://elections.huffingtonpost.com/pollster/polls/dailykos-seiu-ppp-d-12691","http://dailykos.com/weeklypolling/2012/1/26","Sponsor","Dem",NA,1,0,88,47.7272727272727,52.2727272727273,NA
"407",407,"--","Gallup","2012-01-27","2012-01-28","2012-01-30T08:45:36Z",907,"Registered Voters","Live Phone",48,48,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gallup-12664","http://www.gallup.com/poll/152240/Romney-Ties-Obama-Swing-States-Gingrich-Trails.aspx","Nonpartisan","None",NA,1,0,96,50,50,NA
"408",408,"--","Rasmussen","2012-01-26","2012-01-28","2012-02-08T16:20:18Z",1500,"Likely Voters","Automated Phone",45,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12792","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,88,48.8636363636364,51.1363636363636,NA
"409",409,"--","Rasmussen","2012-01-23","2012-01-25","2012-02-08T16:20:47Z",1500,"Likely Voters","Automated Phone",46,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12795","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,89,48.314606741573,51.685393258427,NA
"410",410,"--","NBC/WSJ","2012-01-22","2012-01-24","2012-01-27T09:21:39Z",NA,"Registered Voters","Live Phone",49,43,4,4,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-12644","http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/_Today_Stories_Teases/120126NBCWSJfinal.pdf","Nonpartisan","None",NA,1,4,96,44.7916666666667,51.0416666666667,4.16666666666667
"411",411,"--","YouGov/Economist","2012-01-21","2012-01-24","2012-01-25T17:32:14Z",715,"Registered Voters","Internet",47,41,7,NA,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-12631","http://cdn.yougov.com/downloads/releases/econ/20120121_econToplines.pdf","Nonpartisan","None",NA,1,0,88,46.5909090909091,53.4090909090909,NA
"412",412,"--","Rasmussen","2012-01-20","2012-01-22","2012-02-08T16:21:22Z",1500,"Likely Voters","Automated Phone",45,43,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-12798","http://www.rasmussenreports.com/public_content/archive/2012_presidential_election_matchups2","Nonpartisan","None",NA,1,0,88,48.8636363636364,51.1363636363636,NA
"413",413,"--","CBS/Times","2012-01-12","2012-01-17","2012-01-19T08:38:17Z",1021,"Registered Voters","Live Phone",45,45,7,1,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-12507","http://www.cbsnews.com/htdocs/pdf/Jan_12b_Prez_Econ_Gen_Elec.pdf?tag=contentMain;contentBody","Nonpartisan","None",NA,1,1,91,49.4505494505495,49.4505494505495,1.0989010989011
"414",414,"--","PPP (D)","2012-01-13","2012-01-16","2012-01-17T15:27:38Z",700,"Registered Voters","Automated Phone",49,44,7,NA,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-12491","http://www.publicpolicypolling.com/pdf/2011/PPP_Release_US_0117925.pdf","Pollster","Dem",NA,1,0,93,47.3118279569892,52.6881720430108,NA
"415",415,"--","Pew","2012-01-11","2012-01-16","2012-01-18T14:31:00Z",1207,"Registered Voters","Live Phone",50,45,4,2,"http://elections.huffingtonpost.com/pollster/polls/pew-12503","http://www.people-press.org/2012/01/18/unpopular-nationally-romney-holds-solid-gop-lead/","Nonpartisan","None",NA,1,2,97,46.3917525773196,51.5463917525773,2.06185567010309
"416",416,"--","ABC/Post","2012-01-12","2012-01-15","2012-01-17T13:11:12Z",NA,"Registered Voters","Live Phone",46,48,4,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-12487","http://www.washingtonpost.com/wp-srv/politics/polls/postabcpoll_011512.html","Nonpartisan","None",NA,1,2,96,50,47.9166666666667,2.08333333333333
"417",417,"--","FOX","2012-01-12","2012-01-14","2012-01-17T10:32:05Z",906,"Registered Voters","Live Phone",46,45,8,1,"http://elections.huffingtonpost.com/pollster/polls/fox-12472","http://www.foxnews.com/interactive/politics/2012/01/15/fox-news-poll-raw-data-romney-hits-record-high-but-still-tied-with-obama/","Nonpartisan","None",NA,1,1,92,48.9130434782609,50,1.08695652173913
"418",418,"--","CNN","2012-01-11","2012-01-12","2012-01-17T10:11:49Z",928,"Registered Voters","Live Phone",47,48,4,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-12467","http://i2.cdn.turner.com/cnn/2012/images/01/16/rel1bb.pdf","Nonpartisan","None",NA,1,1,96,50,48.9583333333333,1.04166666666667
"419",419,"--","Democracy Corps (D)","2012-01-08","2012-01-11","2012-01-13T12:05:03Z",1000,"Likely Voters","Live Phone",47,46,3,3,"http://elections.huffingtonpost.com/pollster/polls/democracy-corps-d-12463","http://www.democracycorps.com/wp-content/files/January-National-FQ.pdf","Pollster","Dem",NA,1,3,96,47.9166666666667,48.9583333333333,3.125
