HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Ballot Marking Device,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - Identification,Provisional - No DL,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received by Election Day?,Counted?,Rejected2,Late (Received after the election),FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Sent but not returned?,Military Undeliverable,Military Received by Election Day?,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Sent but not returned?,Overseas Undeliverable,Overseas Received by Election Day?,Overseas Counted,Overseas Rejected,Overseas Late
38004,MARINETTE COUNTY,TOWN OF ATHELSTANE,Wards 1-2,419,0,21,324,324,160,0,164,0,Polling Place,7,Yes,4 Somewhat easy,0,0,0,1,3,3,Athelstane Town Hal,No,0,0,0,0,61,32,1,0,60,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38006,MARINETTE COUNTY,TOWN OF BEAVER,Wards 1-2,688,2,688,605,605,55,0,550,0,Polling Place,8,Yes,2 Somewhat difficult,0,0,0,1,4,3,Town of Beaver,No,0,0,0,0,56,32,1,0,55,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38008,MARINETTE COUNTY,TOWN OF BEECHER,Ward 1,428,6,434,412,412,64,0,348,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,0,1,5,Beecher Town Hall,No,0,0,0,0,38,17,1,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38010,MARINETTE COUNTY,TOWN OF DUNBAR,Ward 1-2,700,0,21,294,294,43,0,251,0,Polling Place,11,Yes,3 Neither difficult nor easy,0,0,1,0,10,0,Dunbar Town Hall,No,0,0,0,0,26,12,3,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
38012,MARINETTE COUNTY,TOWN OF GOODMAN,Ward 1,397,1,30,344,344,85,0,259,0,Polling Place,5,No,5 Very easy,0,0,0,0,0,5,Goodman Municipal Buildin,No,0,0,0,0,43,24,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38014,MARINETTE COUNTY,TOWN OF GROVER,Wards 1-3,1069,11,100,925,925,222,0,703,0,Polling Place with Central Count Absentee,16,Yes,2 Somewhat difficult,0,0,3,3,8,2,Grover Town Hall,No,0,0,0,0,120,81,0,0,120,119,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
38016,MARINETTE COUNTY,TOWN OF LAKE,Wards 1-2,725,3,85,665,665,75,0,590,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,3,8,2,Lake Town Hall,No,0,0,0,0,65,44,1,0,63,63,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
38018,MARINETTE COUNTY,TOWN OF MIDDLE INLET,Wards 1-2,508,1,45,450,450,74,0,376,0,Polling Place,10,Yes,1 Very difficult,0,0,0,1,3,6,1,No,0,0,0,0,46,20,0,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38020,MARINETTE COUNTY,TOWN OF NIAGARA,Ward 1,585,3,42,508,508,63,0,445,0,Polling Place,14,Yes,3 Neither difficult nor easy,0,0,0,6,5,3,Niagara Town Hall,No,0,0,0,0,50,18,1,0,49,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38022,MARINETTE COUNTY,TOWN OF PEMBINE,Ward 1-2,522,11,54,433,433,124,0,309,0,Polling Place,13,Yes,3 Neither difficult nor easy,0,0,0,2,8,3,Town Hall,No,0,0,0,0,41,22,0,0,41,41,0,0,0,0,0,0,2,0,0,2,2,0,0,5,1,0,4,4,0,0
38024,MARINETTE COUNTY,TOWN OF PESHTIGO,"Wards 1,4",896,0,59,793,793,0,183,610,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,2,0,4,1,Peshtigo Town Hall,Yes,0,0,0,0,181,146,3,0,173,173,0,0,0,0,0,0,9,4,0,5,5,0,0,1,0,0,1,0,1,0
38024,MARINETTE COUNTY,TOWN OF PESHTIGO,Wards 5-6,751,0,57,647,647,0,131,516,0,Polling Place,9,Yes,2 Somewhat difficult,0,2,2,2,1,2,,Yes,0,0,0,0,135,107,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
38024,MARINETTE COUNTY,TOWN OF PESHTIGO,Wards 2-3,979,0,74,864,864,0,226,638,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,2,0,4,1,Peshtigo Town Hall,Yes,0,0,0,0,228,167,2,0,226,226,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38026,MARINETTE COUNTY,TOWN OF PORTERFIELD,Ward 1-3,1209,11,114,1065,1064,132,0,932,0,Polling Place,11,Yes,2 Somewhat difficult,0,1,1,1,4,4,Porterfield Town Hall,No,0,0,0,0,123,47,0,0,123,123,0,0,0,0,0,0,3,0,0,2,2,1,1,1,0,0,1,1,0,0
38028,MARINETTE COUNTY,TOWN OF POUND,Wards 1-3,803,8,69,684,684,52,0,632,0,Polling Place,11,Yes,3 Neither difficult nor easy,0,0,0,1,7,3,,No,0,0,0,0,49,26,0,0,49,49,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
38030,MARINETTE COUNTY,TOWN OF SILVER CLIFF,Ward 1,369,4,26,330,330,201,0,129,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,0,2,1,Silver Cliff Town Hall,No,0,0,0,0,30,9,0,0,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38032,MARINETTE COUNTY,TOWN OF STEPHENSON,Wards 4-5,847,3,90,746,746,246,0,500,0,Polling Place,9,Yes,4 Somewhat easy,0,0,0,1,1,7,Crivitz Village hall,Yes,0,0,0,0,66,23,1,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
38032,MARINETTE COUNTY,TOWN OF STEPHENSON,Wards 1-3,1287,14,123,1136,1136,408,0,728,0,Polling Place,11,Yes,4 Somewhat easy,0,0,1,2,6,2,Town of Stephenson hall,No,0,0,0,0,201,120,2,1,198,198,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38034,MARINETTE COUNTY,TOWN OF WAGNER,Ward 1,449,6,32,397,397,79,0,318,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,0,4,5,Wagner Town Hall,No,0,0,0,0,51,28,0,0,51,51,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
38036,MARINETTE COUNTY,TOWN OF WAUSAUKEE,Wards 1-2,742,0,50,632,632,149,0,483,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,0,6,4,Wausaukee Town Hall,No,0,0,0,0,80,61,1,0,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
38111,MARINETTE COUNTY,VILLAGE OF COLEMAN,Ward 1,413,2,43,353,353,50,0,303,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,2,0,1,3,Coleman Municipal Buildin,No,0,0,0,0,47,29,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38121,MARINETTE COUNTY,VILLAGE OF CRIVITZ,Ward 1,572,10,68,465,464,83,0,383,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,2,2,3,3,Crivitz Village Hall,Yes,1,0,0,0,53,42,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38171,MARINETTE COUNTY,VILLAGE OF POUND,Ward 1,175,2,23,152,152,11,0,141,0,Polling Place,3,No,1 Very difficult,0,0,2,1,0,0,Pound Community Center,No,0,0,0,0,11,5,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38191,MARINETTE COUNTY,VILLAGE OF WAUSAUKEE,Ward 1,219,5,34,212,212,76,0,136,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,3,3,4,Wausaukee Village Hall,No,0,0,0,0,31,12,2,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38251,MARINETTE COUNTY,CITY OF MARINETTE,"Wards 2,4,6",1966,59,280,1615,1615,0,405,1211,0,Polling Place,15,Yes,1 Very difficult,3,1,0,0,11,0,Marinette High School,Yes,0,0,0,0,407,329,3,0,404,404,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,0,1,1,0,2
38251,MARINETTE COUNTY,CITY OF MARINETTE,"Wards 1,3,5",1997,46,210,1628,1628,0,556,1072,0,Polling Place,17,Yes,1 Very difficult,4,1,0,0,12,0,NWTC/Job Centert,Yes,0,0,0,0,572,396,8,6,556,556,0,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0
38251,MARINETTE COUNTY,CITY OF MARINETTE,Wards 7-8,1535,29,164,1287,1287,0,301,986,0,Polling Place,14,Yes,1 Very difficult,2,0,0,0,12,0,Duer Gym,Yes,0,0,0,0,309,222,6,1,299,298,1,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0
38261,MARINETTE COUNTY,CITY OF NIAGARA,Ward 1-3,914,100,100,715,715,86,0,629,0,Polling Place,7,No,1 Very difficult,0,0,0,0,2,5,Niagara City Hall,No,0,0,0,0,85,85,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38271,MARINETTE COUNTY,CITY OF PESHTIGO,Wards 1-2,677,13,55,541,541,122,0,419,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,0,2,7,9,,Yes,0,0,0,0,121,96,0,0,121,121,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38271,MARINETTE COUNTY,CITY OF PESHTIGO,Wards 6-7,528,9,52,449,449,135,0,314,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,0,2,7,9,Municipal Building,Yes,0,0,0,0,134,96,0,0,134,133,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
38271,MARINETTE COUNTY,CITY OF PESHTIGO,Wards 3-5,611,16,46,511,511,172,0,339,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,0,2,7,9,Municipal Building,Yes,0,0,0,0,173,142,2,0,171,171,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39002,MARQUETTE COUNTY,TOWN OF BUFFALO,Ward 1-2,685,3,48,580,580,80,0,500,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,4,2,4,Buffalo Town Hall,No,0,0,0,0,66,44,1,0,65,65,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
39004,MARQUETTE COUNTY,TOWN OF CRYSTAL LAKE,Ward 1,343,2,27,304,304,34,0,270,0,Polling Place,5,No,1 Very difficult,0,0,0,0,3,2,Crystal Lake Town Hall,No,0,0,0,0,34,8,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39006,MARQUETTE COUNTY,TOWN OF DOUGLAS,Ward 1,554,3,39,491,491,35,0,456,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,0,1,2,Douglas Town Hall,No,0,0,0,0,35,10,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39008,MARQUETTE COUNTY,TOWN OF HARRIS,Ward 1,544,0,38,488,488,88,0,400,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,0,2,4,1,Harris Town Hall,No,0,0,0,0,85,61,3,1,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0
39010,MARQUETTE COUNTY,TOWN OF MECAN,Ward 1,436,0,45,383,383,45,0,338,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,0,3,2,Town of Mecan,No,0,0,0,0,46,35,1,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39012,MARQUETTE COUNTY,TOWN OF MONTELLO,Ward 1-4,733,2,37,599,599,67,0,532,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,2,3,Montello Town Hall,No,0,0,0,0,66,28,1,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
39014,MARQUETTE COUNTY,TOWN OF MOUNDVILLE,Ward 1-2,296,4,21,261,261,27,0,234,0,Polling Place,3,No,4 Somewhat easy,0,0,0,0,0,3,Moundville Town Hall,No,0,0,0,0,27,17,1,0,27,27,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
39016,MARQUETTE COUNTY,TOWN OF NESHKORO,Ward 1-2,379,9,34,341,341,50,0,291,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,0,1,6,Neshkoro Town Hall,No,0,0,0,0,49,37,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39018,MARQUETTE COUNTY,TOWN OF NEWTON,Ward 1-2,275,4,26,244,244,19,0,225,0,Polling Place,2,Yes,2 Somewhat difficult,0,0,1,1,1,2,Newton Town Hall,No,0,0,0,0,16,7,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39020,MARQUETTE COUNTY,TOWN OF OXFORD,Ward 1-2,554,6,45,483,483,50,0,433,0,Polling Place,5,No,1 Very difficult,0,0,1,2,0,2,Oxford Town Hall,No,0,0,0,0,50,16,0,0,50,50,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0
39022,MARQUETTE COUNTY,TOWN OF PACKWAUKEE,Ward 1-3,857,5,75,708,708,130,0,578,0,Polling Place,3,No,5 Very easy,0,0,0,0,2,1,Packwaukee Town Hall,No,0,0,0,0,131,0,1,0,130,130,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
39024,MARQUETTE COUNTY,TOWN OF SHIELDS,Ward 1,368,0,33,323,323,21,0,302,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,1,1,3,Shields Town Hall,No,0,0,0,0,17,6,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39026,MARQUETTE COUNTY,TOWN OF SPRINGFIELD,Ward 1,521,4,38,465,465,49,0,416,0,Polling Place,4,No,3 Neither difficult nor easy,0,0,0,0,2,2,,No,0,0,0,0,52,34,3,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39028,MARQUETTE COUNTY,TOWN OF WESTFIELD,Ward 1-2,520,4,48,452,452,42,0,410,0,Polling Place,2,Yes,3 Neither difficult nor easy,0,0,0,0,1,1,Westfield Town Hall,No,0,0,0,0,41,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39121,MARQUETTE COUNTY,VILLAGE OF ENDEAVOR,Ward 1,239,2,26,184,184,11,0,173,0,Polling Place,6,No,5 Very easy,0,0,0,3,3,0,Ada Mills Melvin Donner,No,0,0,0,9,6,0,0,0,9,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
39161,MARQUETTE COUNTY,VILLAGE OF NESHKORO,Ward 1,233,0,25,199,199,8,0,191,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,0,1,1,1,Neshkoro Village Hall,No,0,0,0,0,8,5,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39165,MARQUETTE COUNTY,VILLAGE OF OXFORD,Ward 1,301,1,25,256,256,53,0,203,0,Polling Place,6,No,2 Somewhat difficult,0,0,0,5,1,0,Village of Oxford,No,0,0,0,0,20,11,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39191,MARQUETTE COUNTY,VILLAGE OF WESTFIELD,Ward 1-2,587,0,79,516,516,46,0,476,0,Polling Place,7,No,2 Somewhat difficult,0,0,0,1,5,1,Westfield Municipal Bld,No,0,0,0,0,40,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39251,MARQUETTE COUNTY,CITY OF MONTELLO,Ward 1-4,844,11,71,678,678,155,0,523,0,Polling Place,5,No,5 Very easy,0,0,1,0,2,2,City of Montell Municipal,No,0,0,0,0,142,99,2,0,140,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0
40001,MENOMINEE COUNTY,TOWN OF MENOMINEE,Ward 2,383,0,7,199,199,199,0,0,0,Polling Place,5,No,1 Very difficult,0,0,0,1,4,0,Neopit fire station,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40001,MENOMINEE COUNTY,TOWN OF MENOMINEE,"Wards 1,3-5",1535,0,250,1148,1148,1148,0,0,0,Polling Place,16,Yes,2 Somewhat difficult,0,1,2,3,10,0,menominee county courthou,No,0,0,0,0,231,181,9,0,0,221,3,0,0,0,0,0,1,0,0,1,1,0,0,4,0,0,4,4,0,0
41106,MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,Ward 5,758,14,33,672,672,0,672,0,0,Polling Place,28,Yes,2 Somewhat difficult,0,0,1,7,12,8,Village of Bayside,Yes,0,0,0,0,379,312,12,2,353,363,2,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,5,1,1
41106,MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,"Wards 2,4",1347,39,102,1172,1172,0,1172,0,0,Polling Place,28,Yes,2 Somewhat difficult,0,0,1,7,12,8,Village of Bayside,Yes,0,0,0,0,705,607,16,5,675,678,2,2,0,0,0,0,1,0,0,0,1,0,0,4,1,0,2,2,0,0
41106,MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,"Wards 1,3",1142,25,158,997,995,0,997,0,0,Polling Place,28,Yes,2 Somewhat difficult,0,0,1,7,12,8,Bayside Village Hall,Yes,0,0,0,0,515,411,14,1,493,498,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0
41106,MILWAUKEE COUNTY,VILLAGE OF BAYSIDE,"Wards 1S,3S",72,1,12,63,63,0,63,0,0,Polling Place,28,Yes,2 Somewhat difficult,0,0,1,7,12,8,Bayside Village Hall,Yes,0,0,0,0,35,31,1,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41107,MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 1-2,2761,78,297,2365,2365,0,2363,2,0,Polling Place,10,No,3 Neither difficult nor easy,2,0,0,3,5,2,Trinity Church,No,1,0,1,0,892,777,6,0,887,885,2,0,0,0,0,0,2,0,0,1,1,0,1,5,0,0,5,5,0,0
41107,MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 3-4,2696,62,260,2295,2298,0,2295,3,0,Polling Place,11,No,3 Neither difficult nor easy,2,0,1,4,3,3,Brown Deer Library,No,0,0,0,0,792,715,2,1,789,789,0,2,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0
41107,MILWAUKEE COUNTY,VILLAGE OF BROWN DEER,Wards 5-6,2673,57,248,2288,2288,0,2288,0,0,Polling Place,11,No,3 Neither difficult nor easy,2,0,0,1,3,7,Community Center,No,0,0,0,0,772,637,4,0,766,766,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0
41126,MILWAUKEE COUNTY,VILLAGE OF FOX POINT,Wards 1-4,2413,46,348,2051,2051,0,2051,0,0,Polling Place,28,Yes,2 Somewhat difficult,0,1,0,9,10,8,Fox Point Police Departme,No,0,0,0,0,1092,900,18,2,1054,1052,1,6,0,0,0,0,2,0,0,2,2,0,0,12,0,0,12,12,0,0
41126,MILWAUKEE COUNTY,VILLAGE OF FOX POINT,Wards 5-9,2813,87,805,2492,2492,0,2492,0,0,Polling Place,29,Yes,2 Somewhat difficult,0,0,1,5,9,14,Longacre Pavilion,No,0,0,0,0,1157,951,14,4,1121,1119,2,5,0,0,0,0,0,0,0,0,0,0,0,28,1,0,21,22,1,2
41131,MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Ward 1-2,1844,30,90,1655,1655,0,1655,0,0,Polling Place with Central Count Absentee,8,Yes,2 Somewhat difficult,0,0,0,1,4,3,GREENDALE HIGH SCHOOL,No,0,0,0,0,607,493,9,0,597,597,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0
41131,MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Ward 5-6,1861,23,158,1701,1701,0,1701,0,0,Polling Place with Central Count Absentee,10,Yes,2 Somewhat difficult,0,0,1,3,2,4,COLLEGE PARK GRADE SCHOOL,No,0,0,0,0,448,357,1,0,444,444,0,3,0,0,0,0,2,0,0,2,2,0,0,6,1,0,5,5,0,0
41131,MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Ward 7-8,1857,53,154,1646,1646,0,1646,0,0,Polling Place with Central Count Absentee,12,Yes,2 Somewhat difficult,0,0,0,2,3,7,HIGHLAND VIEW GRADE SCHOO,No,0,0,0,0,465,363,3,2,460,458,2,0,0,0,0,0,3,2,0,1,1,0,0,4,0,0,4,4,0,0
41131,MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Ward 9-10,2143,54,118,1879,1879,0,1879,0,0,Polling Place with Central Count Absentee,9,Yes,2 Somewhat difficult,0,0,0,0,3,6,GREENDALE SAFETY CENTER,No,0,0,0,0,805,518,16,12,774,774,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0
41131,MILWAUKEE COUNTY,VILLAGE OF GREENDALE,Ward 3-4,2146,53,194,1837,1837,0,1837,0,0,Polling Place with Central Count Absentee,15,Yes,2 Somewhat difficult,0,0,1,3,4,7,CANTERBURY GRADE SCHOOL,No,0,0,0,0,566,468,5,0,560,559,1,1,0,0,0,0,4,0,0,4,4,0,0,3,0,0,3,3,0,0
41136,MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 1-3,1759,28,137,1568,1569,0,1568,0,0,Polling Place,37,Yes,2 Somewhat difficult,0,0,0,10,20,7,Village Hall,Yes,0,0,0,0,414,322,9,0,405,405,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,3,3,0,0
41136,MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 7-9,1646,54,178,1368,1369,0,1368,0,0,Polling Place,37,Yes,2 Somewhat difficult,0,0,0,10,20,7,Village Hall,Yes,0,0,0,0,506,323,4,1,501,500,1,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,2,0,0
41136,MILWAUKEE COUNTY,VILLAGE OF HALES CORNERS,Wards 4-6,1737,45,156,1525,1526,0,1525,0,0,Polling Place,37,Yes,2 Somewhat difficult,0,0,0,10,20,7,Village Hall,Yes,0,0,0,0,442,371,6,0,436,436,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
41176,MILWAUKEE COUNTY,VILLAGE OF RIVER HILLS,Wards 1-3,1363,24,46,1175,1169,1169,0,0,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,1,2,2,2,,Yes,0,0,0,0,418,301,6,0,412,411,1,1,1,1,0,0,2,0,0,2,2,0,0,5,0,0,5,5,0,0
41181,MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Ward 9-12,3011,116,267,2652,2652,0,2652,0,0,Polling Place,32,Yes,2 Somewhat difficult,3,0,0,1,16,12,LAKE BLUFF,No,1,0,0,1,1318,1180,5,4,1292,1292,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,15,1,2
41181,MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Ward 1-4,3821,168,368,3217,3217,0,3217,0,0,Polling Place,34,Yes,2 Somewhat difficult,4,1,0,4,15,10,VILLAGE CENTER,No,4,0,1,3,1839,1571,18,4,1791,1791,0,3,0,0,0,0,1,1,0,0,0,0,0,28,4,0,21,21,0,1
41181,MILWAUKEE COUNTY,VILLAGE OF SHOREWOOD,Ward 5-8,3123,130,226,2683,2683,0,2683,0,0,Polling Place,34,Yes,2 Somewhat difficult,1,1,1,8,12,11,HIGH SCHOOL,No,2,0,0,2,1511,1335,11,8,1476,1476,0,6,1,1,0,0,2,0,0,2,2,0,0,26,4,0,19,19,0,0
41191,MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Ward 3-4,6",1038,17,154,855,855,0,855,0,0,Polling Place,8,No,1 Very difficult,0,0,0,0,3,5,West Milwaukee Community,Yes,0,0,0,0,124,98,1,0,123,121,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
41191,MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Ward 1-2,5",941,27,162,763,763,0,763,0,0,Polling Place,9,No,1 Very difficult,0,0,0,2,3,4,West Milwaukee Community,Yes,0,0,0,0,123,102,1,1,121,120,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,"Wards 9,11",1684,53,254,1420,1420,1420,0,0,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,3,3,3,LYDELL,Yes,0,0,0,0,567,497,6,2,552,549,0,3,0,0,0,0,2,0,0,2,2,0,0,13,3,0,10,10,0,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Ward 12,1060,31,40,907,907,907,0,0,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,2,2,3,CAHILL,Yes,0,0,0,0,455,368,6,6,432,415,0,7,0,0,0,0,2,0,0,1,1,0,0,11,4,0,7,7,0,1
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 1-2,1673,42,130,1427,1427,1427,0,0,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,1,2,3,3,LIBRARY,Yes,0,0,0,0,627,514,18,4,593,593,0,4,0,0,0,0,0,0,0,0,0,0,0,8,1,0,7,7,0,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,"Wards 8,10",1962,44,138,1686,1686,1686,0,0,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,2,4,3,CAHILL,Yes,0,0,0,0,807,685,4,3,796,797,0,1,0,0,0,0,1,0,0,1,1,0,0,17,2,1,12,13,1,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 3-4,1555,54,144,1363,1363,1363,0,0,0,Polling Place,8,Yes,3 Neither difficult nor easy,0,0,2,1,2,3,LIBRARY,Yes,0,0,0,0,668,578,8,4,651,651,0,3,0,0,0,0,2,2,0,0,0,0,0,13,0,0,13,13,0,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Wards 5-6,1722,44,150,1492,1492,1492,0,0,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,1,2,3,1,VILLAGE HALL,No,0,0,0,0,644,548,3,4,622,619,0,5,0,0,0,0,5,0,0,3,3,0,0,13,4,1,8,8,1,0
41192,MILWAUKEE COUNTY,VILLAGE OF WHITEFISH BAY,Ward 7,904,33,47,777,777,777,0,0,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,2,2,3,LYDELL,Yes,0,0,0,0,301,257,5,1,295,294,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0
