"","county","muni_county","municipality","votes_rec_cruz","votes_rec_kasich","votes_rec_other","votes_rec_trump","votes_tot","votes_perc_cruz","votes_perc_kasich","votes_perc_other","votes_perc_trump","trump_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"1455","RACINE","TOWN OF YORKVILLE RACINE","TOWN OF YORKVILLE",477,109,14,268,868,54.9539170506912,12.5576036866359,1.61290322580645,30.8755760368664,0,255,0,0.125430398425971,0.00393507132316773,0.0862745098039216,0,2033,0.00784313725490196,"115618","81.02%","42,506","46,620",4552,"93,678",-4114,"-19.81%","-5.53%","351.14%","-9.37%","45.37%","49.77%","4.86%","3.18%",0,1,2,"53,008","49,347","1,009","103,364","51.28%","47.74%","0.98%","3.37%",1,2,195163,148129,195408,24.1,84.4,11.6,17183,73.5,108875,39254,23,34070,2.8,6.3,3.3,54090,587.7,53,46,53408,45954,55101,51.4,0.14,47.8,52887,175.4,49173,45.4,0.98,49.8,42506,910.4,46620,40407,41999,43486,27,3.9,3.5,28,"WI","Racine County, WI",99063,"     94,771 ",4292,4.3,195039,49.5,50.5,17.4,12,73.7,10.8,3.8,8.3,31.7,23.8,8.9,15.5,8,43.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.650234,-0.3497663,100005.8,-68.21412,0,-3.244328,43677.32,1171.326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.303143,45546.27,-1073.725,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",6.37621661361861,23.892516346264
"1456","SHEBOYGAN","VILLAGE OF ADELL SHEBOYGAN","VILLAGE OF ADELL",88,12,4,37,141,62.4113475177305,8.51063829787234,2.83687943262411,26.241134751773,0,51,0.647058823529412,0.166123778501629,0.00325732899022801,0,0,307,0,"69523","83.84%","22,636","32,368",3286,"58,290",-9732,"-18.92%","-5.00%","397.13%","-6.96%","38.83%","55.53%","5.64%","1.98%",0,0,2,"27,918","34,072","661","62,651","44.56%","54.38%","1.06%","2.04%",0,2,115290,88773,115507,23,91.5,1.7,1509,86.2,76523,12251,22.4,19885,6.2,50.7,3.5,52920,225.9,49,50,30395,30801,55117,44.8,0.2,54.2,28356,126.8,34282,38.8,1.12,55.5,22636,657.2,32368,42953,45175,45896,13,5.2,1.6,67,"WI","Sheboygan County, WI",61473,"     59,523 ",1950,3.2,115168,50.3,49.7,19.1,5.7,86.4,1.4,3.3,5.9,37.2,21.4,9.6,15.5,7,46.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-6,1.299999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.627958,1.627958,100005.8,187.4778,0,-3.244328,23259.77,623.7739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.303143,31622.52,-745.4811,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion (Sequoia)/Command Central- Sequoia Insight","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",5.42009242347396,240.241456223031
"1457","GREEN","VILLAGE OF ALBANY GREEN","VILLAGE OF ALBANY",54,30,9,67,160,33.75,18.75,5.625,41.875,1,86,0,0.158379373848987,0.0110497237569061,0.0348837209302326,0,543,0,"21670","86.71%","9,121","8,693",977,"18,791",428,"-18.61%","10.64%","277.22%","-2.75%","48.54%","46.26%","5.20%","0.64%",1,0,1,"11,206","7,857","259","19,322","58.00%","40.66%","1.34%","0.63%",1,2,37063,28427,36842,23.3,97.6,0.6,171,94.9,26978,1450,20.6,5856,18.6,158.2,3.9,55584,63.1,62,37,11502,6730,55045,58,0.26,40.7,11196,51.6,7848,48.5,1.04,46.3,9121,195.4,8693,43116,44886,46367,12,4.1,3.3,39,"WI","Green County, WI",21613,"     21,019 ",594,2.7,36971,49.5,50.5,19.8,2.9,95,0.3,2.9,5.3,39.2,22.4,9.3,14.2,6.7,47.4,0,1,NA,NA,1382210,1409467,1613950,1408746,-9.5,5.599998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.267373,-1.232627,100005.8,NA,0,-9.471598,9123.591,2.590614,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.698304,8675.762,-17.23858,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",4.14472076954717,172.181235115898
"1458","BROWN","VILLAGE OF ALLOUEZ BROWN","VILLAGE OF ALLOUEZ",1623,442,77,1058,3200,50.71875,13.8125,2.40625,33.0625,0,1527,0,0.176797499131643,0.00613638995021419,0.152586771447282,0.000654878847413229,8637,0.014407334643091,"150152","84.91%","53,358","67,192",6947,"127,497",-13834,"-14.66%","3.63%","343.61%","-1.11%","41.85%","52.70%","5.45%","4.33%",0,0,1,"62,526","64,836","1,566","128,928","48.50%","50.29%","1.21%","4.20%",0,1,256670,194043,248007,24.4,89.3,2.5,4851,82.7,160473,33569,26.8,52003,4.8,33.1,2.7,53119,468.2,54,45,67269,55854,55009,48.6,0.2,50.4,62433,268.6,64738,41.9,1.1,52.7,53358,1389.4,67192,43861,45380,46584,10,3.5,2.7,52,"WI","Brown County, WI",141866,"    137,326 ",4540,3.2,252698,49.6,50.4,15.4,7.7,82.8,2.1,4,5.4,31.8,20,11.4,19.7,7.8,41.2,0,1,NA,NA,1382210,1409467,1613950,1408746,-6.699997,2.299999,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.4234,-1.276597,100005.8,NA,0,-6.671594,53373.16,15.15514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.898301,67058.76,-133.2445,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",6.14889555505681,683.731733362273
"1459","JACKSON","VILLAGE OF ALMA CENTER JACKSON","VILLAGE OF ALMA CENTER",38,5,6,36,85,44.7058823529412,5.88235294117647,7.05882352941176,42.3529411764706,0,37,0.972972972972973,0.139622641509434,0.00754716981132075,0.027027027027027,0,265,0,"11091","82.97%","3,821","4,907",474,"9,202",-1086,"-27.88%","25.82%","312.17%","-1.19%","41.52%","53.33%","5.15%","0.31%",0,1,2,"5,298","3,900","115","9,313","56.89%","41.88%","1.23%","0.30%",1,2,20652,15985,20449,22.6,88.9,2.1,336,86.8,13875,2110,14.8,2366,6.6,41.3,5.8,44149,20.7,60,39,5572,3552,55053,57,0.18,42,5297,18.6,3900,41.5,1.04,53.3,3821,94.8,4907,37716,39635,40316,49,5.1,1.7,66,"WI","Jackson County, WI",10438,"     10,079 ",359,3.4,20543,53.6,46.4,20.6,2.9,87,2.2,4.3,9.3,42.8,20.3,9.4,9.6,4.3,56.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-15.5,11.3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.36707,-4.132934,100005.8,-84.89796,0,-12.74433,3926.294,105.2942,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.80314,4793.985,-113.0152,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.03013370027132,99.7400395998433
"1460","BARRON","VILLAGE OF ALMENA BARRON","VILLAGE OF ALMENA",56,2,5,54,117,47.8632478632479,1.70940170940171,4.27350427350427,46.1538461538462,0,39,0.974358974358974,0.12037037037037,0.0123456790123457,0,0,324,0,"26333","85.50%","7,881","13,595",1038,"22,514",-5714,"-27.63%","18.81%","189.14%","-0.78%","35.00%","60.38%","4.61%","0.76%",0,0,2,"10,890","11,443","359","22,692","47.99%","50.43%","1.58%","0.74%",0,2,45455,35591,45870,21.7,96.1,1.1,392,94.1,33491,2100,16.2,5766,15.9,85.5,5.2,44054,53.2,53,46,12078,10457,55005,48.2,0.22,50.5,10883,57.4,11413,35,0.92,60.4,7881,207.6,13595,40803,42782,44261,20,4.9,3.5,33,"WI","Barron County, WI",24604,"     23,765 ",839,3.4,45718,50.4,49.6,22.9,2.2,94.4,1.2,4.1,6.9,40.8,19.4,12.2,10.5,6.1,51.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.2,9.900002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.12024,-3.079762,100005.8,-140.7924,0,-10.44433,8098.174,217.1745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-15.50314,13281.89,-313.1122,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.9740583963476,115.067163397553
"1461","PORTAGE","VILLAGE OF ALMOND PORTAGE","VILLAGE OF ALMOND",37,10,5,29,81,45.679012345679,12.3456790123457,6.17283950617284,35.8024691358025,0,45,0,0.204545454545455,0.00454545454545455,0.0666666666666667,0,220,0,"46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4,63,35,24817,13810,55097,56.3,0.28,42.4,22052,107,16599,48.6,1.18,45.4,18524,457.8,17310,37794,39824,41434,43,5.4,4,13,"WI","Portage County, WI",40535,"     39,287 ",1248,3.1,70337,49.9,50.1,17.3,2.8,92.2,0.6,2.9,5.1,34.3,19.9,9.6,19.3,9,42.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.700001,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.147284,-0.5527167,100005.8,NA,0,-7.671598,18529.26,5.261324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.898305,17275.67,-34.32645,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"ES&S Automark",0,1,0,NA,"ES&S Automark",0,"aNone",4.47049528266149,89.7381283507798
"1462","PORTAGE","VILLAGE OF AMHERST JUNCTION PORTAGE","VILLAGE OF AMHERST JUNCTION",48,14,1,37,100,48,14,1,37,0,46,0,0.20627802690583,0.031390134529148,0.0434782608695652,0,223,0,"46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4,63,35,24817,13810,55097,56.3,0.28,42.4,22052,107,16599,48.6,1.18,45.4,18524,457.8,17310,37794,39824,41434,43,5.4,4,13,"WI","Portage County, WI",40535,"     39,287 ",1248,3.1,70337,49.9,50.1,17.3,2.8,92.2,0.6,2.9,5.1,34.3,19.9,9.6,19.3,9,42.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.700001,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.147284,-0.5527167,100005.8,NA,0,-7.671598,18529.26,5.261324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.898305,17275.67,-34.32645,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"ES&S Automark",0,1,0,NA,"ES&S Automark",0,"aNone",4.47049528266149,67.8874393233605
"1463","PORTAGE","VILLAGE OF AMHERST PORTAGE","VILLAGE OF AMHERST",77,17,9,80,183,42.0765027322404,9.2896174863388,4.91803278688525,43.7158469945355,1,133,0,0.207165109034268,0.00623052959501558,0.0902255639097744,0,642,0.0075187969924812,"46378","82.20%","18,524","17,310",2289,"38,123",1214,"-16.09%","4.18%","253.79%","-3.09%","48.59%","45.41%","6.00%","1.29%",1,0,1,"22,075","16,615","647","39,337","56.12%","42.24%","1.64%","1.28%",1,1,70482,56456,70019,19.9,94.7,0.7,395,92.2,52053,4404,27.5,15525,11.8,131.7,2.6,50996,87.4,63,35,24817,13810,55097,56.3,0.28,42.4,22052,107,16599,48.6,1.18,45.4,18524,457.8,17310,37794,39824,41434,43,5.4,4,13,"WI","Portage County, WI",40535,"     39,287 ",1248,3.1,70337,49.9,50.1,17.3,2.8,92.2,0.6,2.9,5.1,34.3,19.9,9.6,19.3,9,42.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.700001,3,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.147284,-0.5527167,100005.8,NA,0,-7.671598,18529.26,5.261324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-7.898305,17275.67,-34.32645,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"ES&S Automark",0,1,0,NA,"ES&S Automark",0,"aNone",4.47049528266149,6.42219171057769
"1464","SHAWANO","VILLAGE OF ANIWA SHAWANO","VILLAGE OF ANIWA",15,6,2,20,43,34.8837209302326,13.953488372093,4.65116279069767,46.5116279069767,1,25,1,0.192307692307692,0.0153846153846154,0,0,130,0,"23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47,51,48,10259,9538,55115,44.5,0.22,54.5,8990,43,11017,30.7,0.9,64.7,6056,179.8,12742,35292,36500,37167,61,3.4,1.8,65,"WI","Shawano County, WI",21425,"     20,687 ",738,3.4,41697,50,50,22.5,2.4,87.6,0.4,3.5,6.9,45.4,19.7,9.3,10.5,4.6,55.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.8,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45656,-2.343442,100005.8,-97.70885,0,-11.04433,6222.883,166.8835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.10314,12448.53,-293.4664,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.85014760171006,23.5931604845996
"1465","IOWA","VILLAGE OF ARENA IOWA","VILLAGE OF ARENA",50,20,7,35,112,44.6428571428571,17.8571428571429,6.25,31.25,0,95,0.873684210526316,0.179245283018868,0.0132075471698113,0.0105263157894737,0,530,0,"14415","84.10%","6,669","4,809",645,"12,123",1860,"-17.72%","12.18%","354.23%","-3.28%","55.01%","39.67%","5.32%","0.41%",1,0,2,"8,105","4,287","142","12,534","64.66%","34.20%","1.13%","0.41%",1,2,23825,18178,23687,23.7,97.8,0.5,91,96.3,17506,673,21.7,3945,26,192.6,3.6,55659,31.1,67,32,7987,3829,55049,64.7,0.18,34.4,8099,22.8,4302,55,1.06,39.7,6669,129,4809,40995,42727,43877,22,4.2,2.7,51,"WI","Iowa County, WI",14029,"     13,641 ",388,2.8,23754,50,50,19.8,1.6,96.3,0.3,2,5.5,35.7,23.1,10.5,16,7.2,43.2,0.46,0.54,NA,NA,1382210,1409467,1613950,1408746,-9.699997,5.299999,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.706535,-1.993462,100005.8,-47.34996,0,-6.944325,6852.776,183.7757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-12.00314,4698.242,-110.7581,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.43720781918519,159.695600484918
"1466","LAFAYETTE","VILLAGE OF ARGYLE LAFAYETTE","VILLAGE OF ARGYLE",44,21,6,53,124,35.4838709677419,16.9354838709677,4.83870967741935,42.741935483871,1,64,0.8125,0.143497757847534,0.00224215246636771,0.125,0,446,0,"9273","81.98%","3,288","3,977",337,"7,602",-689,"-27.51%","20.01%","230.39%","-4.40%","43.25%","52.32%","4.43%","0.26%",0,1,2,"4,536","3,314","102","7,952","57.04%","41.68%","1.28%","0.26%",1,2,16853,12690,16836,24.7,97.9,0.4,51,94.8,12030,660,16.5,2094,18.2,237,5.1,49107,26.6,61,38,4732,2984,55065,57.2,0.2,41.8,4534,16.2,3313,43.3,0.88,52.3,3288,67.4,3977,44243,42060,42640,33,-4.9,1.4,68,"WI","Lafayette County, WI",9842,"      9,583 ",259,2.6,16847,50.5,49.5,19.4,3.4,95,0.3,4.7,5.4,42.9,19.9,9.8,12.3,5,53,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.9,10.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.908717,-3.991284,100005.8,-67.23729,0,-11.14433,3378.606,90.60648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.20314,3885.404,-91.59596,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.28091121578765,272.139600627174
"1467","COLUMBIA","VILLAGE OF ARLINGTON COLUMBIA","VILLAGE OF ARLINGTON",74,27,4,73,178,41.5730337078652,15.1685393258427,2.24719101123596,41.0112359550562,0,102,0,0.200392927308448,0.00589390962671906,0.00980392156862745,0,509,0,"34751","84.28%","13,525","14,160",1602,"29,287",-635,"-21.25%","8.71%","253.64%","-4.46%","46.18%","48.35%","5.47%","0.99%",0,1,1,"17,175","13,026","453","30,654","56.03%","42.49%","1.48%","1.00%",1,1,56615,43763,56833,22.7,96.2,1.4,613,93.8,41050,2713,21.3,9322,15.1,67,3.7,57922,74.2,57,42,16661,12193,55021,56.3,0.18,42.7,17158,57.6,13014,46.2,1.1,48.3,13525,320.4,14160,44142,45389,47346,8,2.8,4.3,8,"WI","Columbia County, WI",32045,"     31,077 ",968,3,56659,50.9,49.1,19.3,2.7,93.9,1.5,2.4,5.2,35.4,23.5,11.2,15.2,7,43,0,1,NA,NA,1382210,1409467,1613950,1408746,-10.1,5.599998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.218952,-2.881047,100005.8,NA,0,-10.0716,13528.84,3.841471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-10.2983,14131.92,-28.07987,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S M100","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.30676415017333,193.477798275232
