"","county","muni_county","municipality","votes_rec_clinton","votes_rec_other","votes_rec_sanders","votes_tot","votes_perc_clinton","votes_perc_other","votes_perc_sanders","clinton_prim_won","total_ballots","tch_prop","turnout_perc","sameday_reg_prop","counted_absent_prop","rejected_absent_prop","registrants","late_registrants","Total.Voter.Reg","TotalTurnout_2016","Hillary.Clinton_2016","Donald.J..Trump_2016","other_2016","Total_2016","HRCmargin_2016","change._D","change._R","change._other","change._Total","HRC._2016","DJT._2016","other._2016","County._2016","Dwin_2016..1.Dem.win.","Switch..1.switch.","county_paper_or_paperplusmachine","Obama_2012","Romney_2012","Others_2012","Total_2012","BHO._2012","MR._2012","other._2012","County_2012","Dwin_2012","Method_2012..1.paper.only..2.paper.and.machine.combo.","pop_2014_est","pop_voterage_2014_est_calc","pop_2010_real","X.under18_2013","X.whitewithlatino_2013","X.blackonly_2013","pop_blackonly_2013_calc","X.whitenolatino_2013","pop_whitenolatino_2013_calc","pop_nonwhite_2013_calc","coll_deg_plus25_2013","pop_collegedegreepersons25._2013_calc","ratio_white_nonwhite","ratio_white_black","ratio_nocollege_college","medianhouseholdincome_2009.2013","pop_sq_mile_2010","percentage_d_2008","percentage_r_2008","votes_d_2008","votes_r_2008","county_fips","percentage_d_2012","percentage_i_2012","percentage_r_2012","votes_d_2012","votes_i_2012","votes_r_2012","percentage_d_2016","percentage_i_2016","percentage_r_2016","votes_d_2016","votes_i_2016","votes_r_2016","inc_2013","inc_2014","inc_2015","inc_rank","pct_chg_2014","pct_chg_2015","pct_rank","state","name","labor_force","employed","unemp_level","unemp_rate","total_pop","pct_male","pct_female","pct_old","pct_latino","pct_white","pct_black","pct_no_hs","pct_some_hs","pct_hs","pct_some_college","pct_associates","pct_bachelors","pct_graduate","pct_hs_less","electronic","paper","electronic_2012","paper_2012","dem_votes_state","rep_votes_state","dem_votes_state_2012","rep_votes_state_2012","diff","diff_r","paper_ind","electronic_ind","no_paper_trail","has_electronic","swing_state_dummy","swing_state_dummy_exit_small","swing_state_dummy_fte","swing_state_dummy_exit_large","swing_state_dummy_onepct","swing_state_dummy_twopct","swing_state_dummy_threepct","swing_state_dummy_fourpct","swing_state_dummy_fivepct","swing_state_dummy_five_varied","non_swing_states","non_swing_states_dem","swing_states","temp","resid","mean_pop","elec_X_resid","sig","pred_diff_no_electronic","pred_votes_no_electronic","pred_votes_swing","X_Iswing_sta_2","X_Iswing_sta_3","X_Iswing_sta_4","X_Iswing_sta_5","X_Iswing_sta_6","X_Iswing_sta_7","X_Iswing_sta_8","X_Iswing_sta_9","X_Iswing_sta_10","X_Iswing_sta_11","X_Iswing_sta_12","X_IswiXelec_2","X_IswiXelec_3","X_IswiXelec_4","X_IswiXelec_5","X_IswiXelec_6","X_IswiXelec_7","X_IswiXelec_8","X_IswiXelec_9","X_IswiXelec_10","X_IswiXelec_11","X_IswiXelec_12","X_Istate_2","X_Istate_3","X_Istate_4","X_Istate_5","X_Istate_6","X_Istate_7","X_Istate_8","X_Istate_9","X_Istate_10","X_Istate_11","X_Istate_12","X_Istate_13","X_Istate_14","X_Istate_15","X_Istate_16","X_Istate_17","X_Istate_18","X_Istate_19","X_Istate_20","X_Istate_21","X_Istate_22","X_Istate_23","X_Istate_24","X_Istate_25","X_Istate_26","X_Istate_27","X_Istate_28","X_Istate_29","X_Istate_30","X_Istate_31","X_Istate_32","X_Istate_33","X_Istate_34","X_Istate_35","X_Istate_36","X_Istate_37","X_Istate_38","X_Istate_39","X_Istate_40","X_Istate_41","X_Istate_42","X_Istate_43","X_Istate_44","X_Istate_45","X_Istate_46","X_Istate_47","X_Istate_48","X_Istate_49","X_Istate_50","pred_diff_r_no_electronic","pred_votes_r_no_electronic","pred_votes_r_swing","dem_votes_state_no_electronic","rep_votes_state_no_electronic","unemp_test","inc_test","d_pct_no_elec","r_pct_no_elec","dem_pct_state","rep_pct_state","dem_win","dem_win_2012","dem_win_no_electronic","os_model_off","tch_bmd_model_off","tch_use_off","bmd_use_off","os_use_off","tch_model_off","bmd_model_off","tch_use_off_true","tch_model_off_full","log.pop.sq.mile.2010","muni.dense"
"1345","VILAS","TOWN OF WASHINGTON VILAS","TOWN OF WASHINGTON",138,2,136,276,50,0.72463768115942,49.2753623188406,1,393,0,0.352150537634409,0.0197132616487455,0.099236641221374,0,1116,0.00508905852417303,"16120","83.46%","4,769","8,169",515,"13,453",-3400,"-19.86%","5.42%","262.68%","-2.81%","35.45%","60.72%","3.83%","0.46%",0,0,2,"5,951","7,749","142","13,842","42.99%","55.98%","1.03%","0.45%",0,2,21398,17739,21430,17.1,87,0.3,53,86,15255,2483,24.1,4275,6.1,286.7,3.1,40833,25,47,52,6491,7055,55125,43,0.16,56.1,5931,23.2,7735,35.4,0.76,60.7,4769,103,8169,41249,47320,49212,6,14.7,4,17,"WI","Vilas County, WI",10134,"      9,707 ",427,4.2,21368,50.4,49.6,33,1.6,85.9,0.4,1.1,7.1,33.1,25.4,8.2,16.1,8.8,41.3,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-7.599998,4.600002,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.694732,1.094733,100005.8,23.39091,0,-4.844327,4900.418,131.418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-9.903141,7980.856,-188.1437,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",3.2188758248682,9.54028366453707
"1346","RACINE","TOWN OF WATERFORD RACINE","TOWN OF WATERFORD",293,0,337,630,46.5079365079365,0,53.4920634920635,0,727,0,0.174717615957702,0.00648882480173035,0.123796423658872,0.00275103163686382,4161,0.00412654745529574,"115618","81.02%","42,506","46,620",4552,"93,678",-4114,"-19.81%","-5.53%","351.14%","-9.37%","45.37%","49.77%","4.86%","3.18%",0,1,2,"53,008","49,347","1,009","103,364","51.28%","47.74%","0.98%","3.37%",1,2,195163,148129,195408,24.1,84.4,11.6,17183,73.5,108875,39254,23,34070,2.8,6.3,3.3,54090,587.7,53,46,53408,45954,55101,51.4,0.14,47.8,52887,175.4,49173,45.4,0.98,49.8,42506,910.4,46620,40407,41999,43486,27,3.9,3.5,28,"WI","Racine County, WI",99063,"     94,771 ",4292,4.3,195039,49.5,50.5,17.4,12,73.7,10.8,3.8,8.3,31.7,23.8,8.9,15.5,8,43.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-5.650234,-0.3497663,100005.8,-68.21412,0,-3.244328,43677.32,1171.326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.303143,45546.27,-1073.725,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",6.37621661361861,49.3904599683839
"1347","GRANT","TOWN OF WATERLOO GRANT","TOWN OF WATERLOO",22,0,23,45,48.8888888888889,0,51.1111111111111,0,16,0.8125,0.0524590163934426,0,0.0625,0,305,0,"29547","81.40%","10,047","12,347",1657,"24,051",-2300,"-26.09%","20.40%","315.29%","-0.81%","41.77%","51.34%","6.89%","0.82%",0,1,2,"13,594","10,255","399","24,248","56.06%","42.29%","1.65%","0.79%",1,2,51829,41100,51208,20.7,97,1.2,493,95.8,39374,1726,19.1,7850,22.8,79.8,4.2,46963,44.7,61,38,14875,9068,55043,56.2,0.26,42.4,13574,66.2,10255,41.8,1.4,51.3,10047,331.4,12347,37757,37989,38413,56,0.6,1.1,69,"WI","Grant County, WI",28730,"     27,824 ",906,3.2,51272,51.9,48.1,19.3,1.3,95.8,1.3,3.9,5.4,39.1,20.5,10.9,12.9,7.3,48.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.4,8.899998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.567014,-4.832988,100005.8,-247.7826,0,-11.64433,10323.86,276.8623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.70314,12062.63,-284.369,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.79997350161952,2.73467575122262
"1348","JEFFERSON","TOWN OF WATERLOO JEFFERSON","TOWN OF WATERLOO",40,0,117,157,25.4777070063694,0,74.5222929936306,0,117,0,0.205985915492958,0.00880281690140845,0.0256410256410256,0,568,0,"50796","83.32%","16,559","23,409",2356,"42,324",-6850,"-17.85%","-0.46%","288.78%","-4.42%","39.12%","55.31%","5.57%","1.44%",0,0,1,"20,158","23,517","606","44,281","45.52%","53.11%","1.37%","1.44%",0,2,84395,65237,83686,22.7,96.6,1,652,90.3,58909,6328,23,15005,9.3,90.3,3.3,53454,150.4,50,49,21448,21096,55055,45.6,0.22,53.2,20136,102.2,23489,39.1,1.12,55.3,16559,471.2,23409,37808,39188,40761,48,3.7,4,15,"WI","Jefferson County, WI",45905,"     44,289 ",1616,3.5,84201,49.8,50.2,17.1,6.8,90.4,0.7,2.9,5.4,37,21.7,9.6,16.1,7.3,45.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-6.5,2.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.453475,0.9534745,100005.8,NA,0,-6.471597,16563.7,4.70321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.698304,23362.58,-46.42102,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.01329841151574,6.8522799209908
"1349","JEFFERSON","TOWN OF WATERTOWN JEFFERSON","TOWN OF WATERTOWN",102,2,162,266,38.3458646616541,0.75187969924812,60.9022556390977,0,229,0,0.188167625308135,0.00657354149548069,0,0,1217,0,"50796","83.32%","16,559","23,409",2356,"42,324",-6850,"-17.85%","-0.46%","288.78%","-4.42%","39.12%","55.31%","5.57%","1.44%",0,0,1,"20,158","23,517","606","44,281","45.52%","53.11%","1.37%","1.44%",0,2,84395,65237,83686,22.7,96.6,1,652,90.3,58909,6328,23,15005,9.3,90.3,3.3,53454,150.4,50,49,21448,21096,55055,45.6,0.22,53.2,20136,102.2,23489,39.1,1.12,55.3,16559,471.2,23409,37808,39188,40761,48,3.7,4,15,"WI","Jefferson County, WI",45905,"     44,289 ",1616,3.5,84201,49.8,50.2,17.1,6.8,90.4,0.7,2.9,5.4,37,21.7,9.6,16.1,7.3,45.3,0,1,NA,NA,1382210,1409467,1613950,1408746,-6.5,2.099998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-7.453475,0.9534745,100005.8,NA,0,-6.471597,16563.7,4.70321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6.698304,23362.58,-46.42102,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",5.01329841151574,12.6377400364566
"1350","PEPIN","TOWN OF WATERVILLE PEPIN","TOWN OF WATERVILLE",36,0,57,93,38.7096774193548,0,61.2903225806452,0,36,0.722222222222222,0.0743801652892562,0,0,0,484,0,"4324","86.63%","1,345","2,228",173,"3,746",-883,"-28.30%","24.19%","496.55%","1.27%","35.90%","59.48%","4.62%","0.13%",0,1,2,"1,876","1,794","29","3,699","50.72%","48.50%","0.78%","0.12%",1,2,7335,5692,7469,22.4,98.1,0.5,28,96.9,5516,176,17.1,973,31.3,193.8,4.8,47701,32.2,56,43,2102,1616,55091,50.7,0.14,48.5,1875,5.6,1793,35.9,0.94,59.5,1345,34.6,2228,40587,43125,44487,19,6.3,3.2,43,"WI","Pepin County, WI",4242,"      4,122 ",120,2.8,7390,50.5,49.5,23.7,1.2,97.3,0.4,5.1,4.3,42.9,19.8,10.9,12.2,4.9,52.3,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.8,11,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.48325,-4.316746,100005.8,-31.89891,0,-12.04433,1382.064,37.06379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.10314,2176.686,-51.31401,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.47196645255036,5.30941767079987
"1351","GRANT","TOWN OF WATTERSTOWN GRANT","TOWN OF WATTERSTOWN",28,0,28,56,50,0,50,0,27,0.925925925925926,0.15,0.0111111111111111,0.037037037037037,0,180,0,"29547","81.40%","10,047","12,347",1657,"24,051",-2300,"-26.09%","20.40%","315.29%","-0.81%","41.77%","51.34%","6.89%","0.82%",0,1,2,"13,594","10,255","399","24,248","56.06%","42.29%","1.65%","0.79%",1,2,51829,41100,51208,20.7,97,1.2,493,95.8,39374,1726,19.1,7850,22.8,79.8,4.2,46963,44.7,61,38,14875,9068,55043,56.2,0.26,42.4,13574,66.2,10255,41.8,1.4,51.3,10047,331.4,12347,37757,37989,38413,56,0.6,1.1,69,"WI","Grant County, WI",28730,"     27,824 ",906,3.2,51272,51.9,48.1,19.3,1.3,95.8,1.3,3.9,5.4,39.1,20.5,10.9,12.9,7.3,48.4,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.4,8.899998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-9.567014,-4.832988,100005.8,-247.7826,0,-11.64433,10323.86,276.8623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.70314,12062.63,-284.369,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.79997350161952,2.28765006290469
"1352","PEPIN","TOWN OF WAUBEEK PEPIN","TOWN OF WAUBEEK",15,0,25,40,37.5,0,62.5,0,26,0.807692307692308,0.1003861003861,0.00386100386100386,0,0,259,0,"4324","86.63%","1,345","2,228",173,"3,746",-883,"-28.30%","24.19%","496.55%","1.27%","35.90%","59.48%","4.62%","0.13%",0,1,2,"1,876","1,794","29","3,699","50.72%","48.50%","0.78%","0.12%",1,2,7335,5692,7469,22.4,98.1,0.5,28,96.9,5516,176,17.1,973,31.3,193.8,4.8,47701,32.2,56,43,2102,1616,55091,50.7,0.14,48.5,1875,5.6,1793,35.9,0.94,59.5,1345,34.6,2228,40587,43125,44487,19,6.3,3.2,43,"WI","Pepin County, WI",4242,"      4,122 ",120,2.8,7390,50.5,49.5,23.7,1.2,97.3,0.4,5.1,4.3,42.9,19.8,10.9,12.2,4.9,52.3,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.8,11,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.48325,-4.316746,100005.8,-31.89891,0,-12.04433,1382.064,37.06379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-17.10314,2176.686,-51.31401,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.47196645255036,8.22039349862612
"1353","SHAWANO","TOWN OF WAUKECHON SHAWANO","TOWN OF WAUKECHON",48,0,61,109,44.0366972477064,0,55.9633027522936,0,74,1,0.122314049586777,0.00495867768595041,0,0,605,0,"23630","83.36%","6,056","12,742",899,"19,697",-6686,"-32.71%","15.61%","249.81%","-2.87%","30.75%","64.69%","4.56%","0.67%",0,0,2,"9,000","11,022","257","20,279","44.38%","54.35%","1.27%","0.66%",0,2,41579,32473,41949,21.9,88.9,0.4,130,87.3,28349,4124,15.3,4968,6.9,218.3,5.5,46559,47,51,48,10259,9538,55115,44.5,0.22,54.5,8990,43,11017,30.7,0.9,64.7,6056,179.8,12742,35292,36500,37167,61,3.4,1.8,65,"WI","Shawano County, WI",21425,"     20,687 ",738,3.4,41697,50,50,22.5,2.4,87.6,0.4,3.5,6.9,45.4,19.7,9.3,10.5,4.6,55.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-13.8,10.2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-11.45656,-2.343442,100005.8,-97.70885,0,-11.04433,6222.883,166.8835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.10314,12448.53,-293.4664,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Optech/Command Central- Eagle","Dominion (Sequoia)/Command Central-Edge",1,0,1,"Dominion (Sequoia)/Command Central-Edge",NA,0,"Dominion (Sequoia)/Command Central-Edge",3.85014760171006,6.67612299427301
"1354","WAUKESHA","TOWN OF WAUKESHA WAUKESHA","TOWN OF WAUKESHA",586,0,526,1112,52.6978417266187,0,47.3021582733813,1,1128,0,0.17984693877551,0.00286989795918367,0.0789007092198582,0.00265957446808511,6272,0.00531914893617021,"274401","86.10%","79,199","145,519",11551,"236,269",-66320,"0.53%","-10.61%","406.85%","-3.11%","33.52%","61.59%","4.89%","8.02%",0,0,1,"78,779","162,798","2,279","243,856","32.31%","66.76%","0.93%","7.95%",0,2,395118,305426,389891,22.7,93.9,1.4,4276,89.8,274273,31153,40.2,122781,8.8,64.1,1.5,75850,709.4,37,63,85339,145152,55133,32.2,0.14,67,77617,380,161567,33.5,0.98,61.6,79199,2310.2,145519,59265,61645,63995,2,4,3.8,21,"WI","Waukesha County, WI",223493,"    216,336 ",7157,3.2,392511,49.1,50.9,19.2,4.4,89.9,1.3,1.5,2.9,24.5,20.9,9.4,27.4,13.6,28.9,0,1,NA,NA,1382210,1409467,1613950,1408746,1.299999,-5.400002,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-2.046414,3.346413,100005.8,NA,0,1.328402,79221.49,22.49469,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.101695,145230.4,-288.5703,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S ExpressVote",0,1,1,NA,"ES&S ExpressVote",0,"aNone",6.56441954233952,121.525988898122
"1355","BUFFALO","TOWN OF WAUMANDEE BUFFALO","TOWN OF WAUMANDEE",20,0,44,64,31.25,0,68.75,0,37,1,0.120521172638436,0,0,0,307,0,"8313","83.26%","2,531","4,049",341,"6,921",-1518,"-29.10%","20.36%","224.76%","-1.68%","36.57%","58.50%","4.93%","0.24%",0,1,2,"3,570","3,364","105","7,039","50.72%","47.79%","1.49%","0.23%",1,2,13188,10379,13587,21.3,98,0.4,42,96.4,10005,374,17.2,1785,26.8,241,4.8,47384,20.2,57,42,3949,2923,55011,50.9,0.24,47.8,3569,17.4,3352,36.6,0.96,58.5,2531,68.2,4049,39021,40461,42066,39,3.7,4,19,"WI","Buffalo County, WI",6589,"      6,354 ",235,3.6,13374,50.7,49.3,23.3,1.9,96.4,0.4,4.3,5.3,42,20,10.7,12.4,5.3,51.6,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-14.3,10.7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.46813,-3.831873,100005.8,-51.24451,0,-11.54433,2600.746,69.74605,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-16.60315,3955.746,-93.25423,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",3.00568260440716,2.75366445772366
"1356","WAUPACA","TOWN OF WAUPACA WAUPACA","TOWN OF WAUPACA",45,0,118,163,27.6073619631902,0,72.3926380368098,0,118,0.610169491525424,0.163661581137309,0,0.00847457627118644,0,721,0,"30088","84.72%","8,303","16,013",1175,"25,491",-7710,"-28.29%","14.36%","351.92%","-1.35%","32.57%","62.82%","4.61%","0.87%",0,0,2,"11,578","14,002","260","25,840","44.81%","54.19%","1.01%","0.84%",0,2,52066,40820,52410,21.6,97.6,0.4,163,95,38779,2041,16.6,6776,19,237.5,5,50822,70.1,51,48,12952,12232,55135,44.8,0.2,54.2,11565,49.4,13989,32.6,0.92,62.8,8303,235,16013,39984,41226,42216,38,3.1,2.4,56,"WI","Waupaca County, WI",27131,"     26,197 ",934,3.4,52212,50.6,49.4,22.3,2.7,95.2,0.4,3.2,6.6,44,20.2,9.5,12,4.5,53.8,0.5,0.5,NA,NA,1382210,1409467,1613950,1408746,-12.2,8.599998,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-10.7013,-1.4987,100005.8,-78.24561,0,-9.444329,8531.804,228.8034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-14.50314,15644.2,-368.8022,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,NA,"Dominion (Sequoia)/Command Central-Edge",1,0,0,"Dominion (Sequoia)/Command Central-Edge",NA,1,"Dominion (Sequoia)/Command Central-Edge",4.24992279404054,9.61482195656023
"1357","FOND DU LAC","TOWN OF WAUPUN FOND DU LAC","TOWN OF WAUPUN",72,2,98,172,41.8604651162791,1.16279069767442,56.9767441860465,0,223,0,0.240043057050592,0.0129171151776103,0.00448430493273543,0.00448430493273543,929,0,"59492","85.88%","17,391","31,044",2659,"51,094",-13653,"-22.29%","2.27%","298.05%","-4.32%","34.04%","60.76%","5.20%","1.74%",0,0,1,"22,379","30,355","668","53,402","41.91%","56.84%","1.25%","1.74%",0,2,101759,79474,101633,21.9,95.4,1.5,1192,91.1,72401,7073,20,15895,10.2,60.7,4,53820,141.2,45,54,23463,28164,55039,42,0.22,56.9,22356,117.4,30329,34,1.04,60.8,17391,531.8,31044,40288,42360,43764,23,5.1,3.3,38,"WI","Fond du Lac County, WI",58071,"     56,395 ",1676,2.9,101709,49,51,19.4,4.6,91.4,1.1,3.4,6.1,38.5,20.4,10.7,14.3,6.6,48,0,1,NA,NA,1382210,1409467,1613950,1408746,-8,3.899998,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.248439,0.2484388,100005.8,NA,0,-7.971597,17395.94,4.939521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.198304,30982.44,-61.56155,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"Dominion ImageCast Evolution","Dominion ImageCast Evolution",0,1,1,NA,"Dominion ImageCast Evolution",0,"aNone",4.95017732505914,10.9522844967642
"1358","MARATHON","TOWN OF WAUSAU MARATHON","TOWN OF WAUSAU",128,0,190,318,40.251572327044,0,59.748427672956,0,206,0,0.143354210160056,0.00278357689631176,0.12621359223301,0,1437,0,"80465","85.56%","26,476","39,010",3363,"68,849",-12534,"-18.19%","6.54%","281.29%","-1.45%","38.46%","56.66%","4.88%","2.34%",0,0,2,"32,363","36,617","882","69,862","46.32%","52.41%","1.26%","2.28%",0,2,135780,103600,134063,23.7,91.8,0.8,829,89.6,92826,10774,22.2,22999,8.6,112,3.5,53363,86.8,54,45,36367,30345,55073,46.4,0.2,52.5,32330,147.8,36568,38.5,0.96,56.7,26476,672.6,39010,40872,42932,43921,21,5,2.3,57,"WI","Marathon County, WI",74868,"     72,567 ",2301,3.1,134886,50.3,49.7,18.6,2.4,89.7,0.7,4.1,5.2,37.6,18.2,12,15.7,7.3,46.9,0,1,NA,NA,1382210,1409467,1613950,1408746,-7.900002,4.200001,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,"WI",-8.263869,0.3638678,100005.8,NA,0,-7.871599,26483.52,7.519911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-8.098306,38932.64,-77.35845,1393796,1394217,0.0350701,45868.98,49.99245,50.00755,49.51182,50.48818,0,1,0,"ES&S DS200","ES&S Automark",0,1,1,NA,"ES&S Automark",0,"aNone",4.4636066216663,17.3118293623019
