"","hindi","county","municipality","reporting_unit","registrants","late_registrants","election_day_registrants","total_ballots","total_voters","paper_ballots","optical_scan_ballots","dre","auto_mark","ballots_counted_at","total_election_inspectors","split_shifts","difficulty_obtaining","x16_17","x18_25","x26_40","x41_60","x61_70","x71","polling_place_name","shared","provisional_identification","provisional_no_dl","counted","rejected","absentee_issued","absentee_in_person","absentee_not_returned","absentee_undeliverable","received_by_election_day","counted_2","rejected2","late_received_after_the_election","fwab_received","fwab_counted","fwab_rejected","fwab_late","military_issued","military_sent_but_not_returned","military_undeliverable","military_received_by_election_day","military_counted","military_rejected","military_late","overseas_issued","overseas_sent_but_not_returned","overseas_undeliverable","overseas_received_by_election_day","overseas_counted","overseas_rejected","overseas_late","muni_county","reporting_unit_orig"
"2206",42034,"MONROE","TOWN OF RIDGEVILLE","TOWN-OF-RIDGEVILLE-WARD-1-MONROE","307",1,"21","253","253","127","0","126","0","Polling Place",5,"Yes","5 Very easy",0,0,0,2,2,1,"Town of Ridgeville Town H","No",0,0,0,0,"13","5",0,1,"12","12",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF RIDGEVILLE MONROE","TOWN OF RIDGEVILLE WARD 1 MONROE"
"2207",42036,"MONROE","TOWN OF SCOTT","TOWN-OF-SCOTT-WARD-1-MONROE","57",0,"2","46","46","3","0","43","0","Polling Place",3,"Yes","3 Neither difficult nor easy",0,0,0,1,1,1,"Scott Town Hall","No",0,0,0,0,"3","1",0,0,"3","3",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF SCOTT MONROE","TOWN OF SCOTT WARD 1 MONROE"
"2208",42038,"MONROE","TOWN OF SHELDON","TOWN-OF-SHELDON-WARD-1-MONROE","269",3,"26","221","221","14","0","207","0","Polling Place",3,"No","5 Very easy",0,0,0,0,2,1,"Sheldon Town Hall","No",0,0,0,0,"6","5",0,0,"1","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SHELDON MONROE","TOWN OF SHELDON WARD 1 MONROE"
"2209",42040,"MONROE","TOWN OF SPARTA","TOWN-OF-SPARTA-WARD-1-6-MONROE","1,790",0,"137","1,574","1,574","5","1,446","123","0","Polling Place",14,"Yes","4 Somewhat easy",0,0,0,0,7,7,"Sparta Town Hall","No",0,0,0,0,"347","304",4,0,"349","349",0,0,0,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0,"TOWN OF SPARTA MONROE","TOWN OF SPARTA WARDS 1-6 MONROE"
"2210",42042,"MONROE","TOWN OF TOMAH","TOWN-OF-TOMAH-WARD-1-2-MONROE","825",12,"98","740","740","98","0","642","0","Polling Place",9,"No","4 Somewhat easy",3,0,0,0,6,0,"Tomah Town Hall/Garage","Yes",0,0,0,0,"70","51",1,0,"68","68",0,0,1,1,0,0,3,0,0,3,3,0,0,5,1,0,2,2,0,0,"TOWN OF TOMAH MONROE","TOWN OF TOMAH WARDS 1-2 MONROE"
"2211",42044,"MONROE","TOWN OF WELLINGTON","TOWN-OF-WELLINGTON-WARD-1-2-MONROE","303",0,"21","254","254","87","0","167","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,0,2,4,"Town of Wellington","No",0,0,0,0,"12","8",0,0,"12","12",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WELLINGTON MONROE","TOWN OF WELLINGTON WARDS 1-2 MONROE"
"2212",42046,"MONROE","TOWN OF WELLS","TOWN-OF-WELLS-WARD-1-MONROE","326",2,"28","276","276","84","0","192","0","Polling Place",7,"No","3 Neither difficult nor easy",0,0,0,0,5,2,"Wells Town Hall","No",0,0,0,0,"33","21",0,0,"33","33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WELLS MONROE","TOWN OF WELLS WARD 1 MONROE"
"2213",42048,"MONROE","TOWN OF WILTON","TOWN-OF-WILTON-WARD-1-5-MONROE","289",0,"23","244","244","42","0","202","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,1,3,2,"Town of Wilton Town Hall","No",0,0,0,0,"24","11",0,0,"24","24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF WILTON MONROE","TOWN OF WILTON WARDS 1-5 MONROE"
"2214",42111,"MONROE","VILLAGE OF CASHTON","VILLAGE-OF-CASHTON-WARD-1-3-MONROE","497",0,"20","452","452","115","0","337","0","Polling Place",4,"No","5 Very easy",0,0,0,0,0,4,"Cashton Community Hall","No",0,0,0,0,"42","35",0,0,"42","42",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF CASHTON MONROE","VILLAGE OF CASHTON WARDS 1-3 MONROE"
"2215",42141,"MONROE","VILLAGE OF KENDALL","VILLAGE-OF-KENDALL-WARD-1-MONROE","234",2,"28","202","202","14","0","188","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,2,4,0,"Kendall Community Hall","No",0,0,0,0,"12","6",1,0,"13","13",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"VILLAGE OF KENDALL MONROE","VILLAGE OF KENDALL WARD 1 MONROE"
"2216",42151,"MONROE","VILLAGE OF MELVINA","VILLAGE-OF-MELVINA-WARD-1-MONROE","44",0,"6","38","38","0","0","38","0","Polling Place",3,"No","4 Somewhat easy",0,0,0,2,1,0,"Village of Melvina Hall","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF MELVINA MONROE","VILLAGE OF MELVINA WARD 1 MONROE"
"2217",42161,"MONROE","VILLAGE OF NORWALK","VILLAGE-OF-NORWALK-WARD-1-MONROE","227",5,"21","210","210","45","0","165","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,2,3,1,"Norwalk Village Hall","No",0,0,0,0,"7","4",0,0,"7","7",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF NORWALK MONROE","VILLAGE OF NORWALK WARD 1 MONROE"
"2218",42165,"MONROE","VILLAGE OF OAKDALE","VILLAGE-OF-OAKDALE-WARD-1-MONROE","128",1,"16","117","117","33","0","84","0","Polling Place",7,"Yes","2 Somewhat difficult",0,0,0,2,3,2,"Village of Oakdale Hall","No",0,0,0,0,"6","2",0,0,"6","6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF OAKDALE MONROE","VILLAGE OF OAKDALE WARD 1 MONROE"
"2219",42166,"VERNON","VILLAGE OF ONTARIO","VILLAGE-OF-ONTARIO-WARD-2-VERNON","0",0,"0","0","0","0","0","0","0","Polling Place",0,"No","3 Neither difficult nor easy",0,0,0,0,0,0,"Ontario Municipal Fire St","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF ONTARIO VERNON","VILLAGE OF ONTARIO WARD 2 VERNON"
"2220",42176,"LA CROSSE","VILLAGE OF ROCKLAND","VILLAGE-OF-ROCKL-WARD-2-LA-CROSSE","0",0,"0","0","0","0","0","0","0","Polling Place",5,"Yes","2 Somewhat difficult",0,0,0,1,3,1,"Rockland Village Hall","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF ROCKLAND LA CROSSE","VILLAGE OF ROCKLAND WARD 2 LA CROSSE"
"2221",42185,"MONROE","VILLAGE OF WARRENS","VILLAGE-OF-WARRENS-WARD-1-MONROE","247",7,"52","215","215","30","0","185","0","Polling Place",3,"No","4 Somewhat easy",0,1,0,1,1,0,"Warrens Village Hall","No",0,0,0,0,"30","25",1,0,"29","29",0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,"VILLAGE OF WARRENS MONROE","VILLAGE OF WARRENS WARD 1 MONROE"
"2222",42191,"MONROE","VILLAGE OF WILTON","VILLAGE-OF-WILTON-WARD-1-MONROE","290",4,"27","230","230","25","0","205","0","Polling Place",3,"Yes","4 Somewhat easy",0,0,0,0,0,3,"Wilton Comm. Center","No",0,0,0,0,"15","6",0,0,"15","15",0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"VILLAGE OF WILTON MONROE","VILLAGE OF WILTON WARD 1 MONROE"
"2223",42192,"MONROE","VILLAGE OF WYEVILLE","VILLAGE-OF-WYEVILLE-WARD-1-MONROE","67",2,"4","61","61","0","0","61","0","Polling Place",3,"No","4 Somewhat easy",0,0,0,0,2,1,"Wyeville Village Hall","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF WYEVILLE MONROE","VILLAGE OF WYEVILLE WARD 1 MONROE"
"2224",42281,"MONROE","CITY OF SPARTA","CITY-OF-SPARTA-WARD-19-MONROE","0",0,"0","0","0","0","0","0","0","Polling Place",0,"No","5 Very easy",0,0,0,0,0,0,"Sparta Community Center","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF SPARTA MONROE","CITY OF SPARTA WARD 19 MONROE"
"2225",42281,"MONROE","CITY OF SPARTA","CITY-OF-SPARTA-WARD-13-18-20-MONROE","1,333",50,"118","1,042","1,042","1","1,041","0","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,0,4,1,"Sparta Comm.Center","Yes",0,0,0,0,"324","272",1,0,"322","322",0,0,1,1,0,0,3,1,0,2,2,1,0,3,3,0,3,3,0,0,"CITY OF SPARTA MONROE","CITY OF SPARTA WARDS 13-18,20 MONROE"
"2226",42281,"MONROE","CITY OF SPARTA","CITY-OF-SPARTA-WARD-1-6-MONROE","1,709",50,"160","1,349","1,349","0","1,349","0","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,0,3,2,"Sparta Comm.Center","Yes",0,0,0,0,"419","359",1,0,"418","418",0,0,0,0,0,0,10,3,0,7,7,0,0,4,0,0,4,4,0,0,"CITY OF SPARTA MONROE","CITY OF SPARTA WARDS 1-6 MONROE"
"2227",42281,"MONROE","CITY OF SPARTA","CITY-OF-SPARTA-WARD-7-12-MONROE","1,773",56,"230","1,449","1,449","0","1,449","0","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,1,2,2,"Sparta Comm.Center","Yes",0,0,0,0,"496","352",11,2,"483","483",0,0,0,0,0,0,12,1,0,11,11,0,0,0,0,0,0,0,0,0,"CITY OF SPARTA MONROE","CITY OF SPARTA WARDS 7-12 MONROE"
"2228",42286,"MONROE","CITY OF TOMAH","CITY-OF-TOMAH-WARD-1-6-MONROE","1,311",64,"239","1,198","1,198","0","1,178","20","0","Polling Place",13,"No","3 Neither difficult nor easy",2,0,0,2,6,3,"City of Tomah Mun. Center","Yes",1,0,0,1,"298","186",0,0,"112","298",0,0,0,0,0,0,14,4,0,10,10,0,0,0,0,0,0,0,0,0,"CITY OF TOMAH MONROE","CITY OF TOMAH WARDS 1-6 MONROE"
"2229",42286,"MONROE","CITY OF TOMAH","CITY-OF-TOMAH-WARD-5B-MONROE","0",0,"0","0","0","0","0","0","0","Polling Place",0,"No","3 Neither difficult nor easy",0,0,0,0,0,0,"City of Tomah Mun. Center","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF TOMAH MONROE","CITY OF TOMAH WARD 5B MONROE"
"2230",42286,"MONROE","CITY OF TOMAH","CITY-OF-TOMAH-WARD-7-11-MONROE","1,411",50,"196","1,419","1,419","0","1,391","28","0","Polling Place",13,"No","3 Neither difficult nor easy",2,0,0,4,5,2,"City of Tomah Mun. Center","Yes",0,0,0,0,"307","252",2,1,"301","301",2,1,0,0,0,0,7,2,0,5,5,0,0,1,0,0,1,1,0,0,"CITY OF TOMAH MONROE","CITY OF TOMAH WARDS 7-11 MONROE"
"2231",42286,"MONROE","CITY OF TOMAH","CITY-OF-TOMAH-WARD-12-16-18-MONROE","1,444",31,"190","1,305","1,305","0","1,304","1","0","Polling Place",13,"No","3 Neither difficult nor easy",1,1,0,4,4,3,"City of Tomah Mun. Center","Yes",1,0,1,0,"255","195",3,0,"252","252",0,0,0,0,0,0,7,4,0,3,3,0,0,0,0,0,0,0,0,0,"CITY OF TOMAH MONROE","CITY OF TOMAH WARDS 12-16,18 MONROE"
"2232",42286,"MONROE","CITY OF TOMAH","CITY-OF-TOMAH-WARD-17-19-20-MONROE","3",0,"0","2","2","1","1","0","0","Polling Place",13,"No","3 Neither difficult nor easy",2,0,0,4,5,2,"City of Tomah Mun. Center","Yes",0,0,0,0,"2","1",0,0,"2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF TOMAH MONROE","CITY OF TOMAH WARDS 17,19-20 MONROE"
"2233",43002,"OCONTO","TOWN OF ABRAMS","TOWN-OF-ABRAMS-WARD-1-3-OCONTO","1,193",21,"119","1,050","1,050","0","539","511","0","Polling Place",9,"No","2 Somewhat difficult",0,0,0,5,2,2,"Abrams Town Hall","No",0,0,0,0,"238","168",3,0,"240","0",0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,"TOWN OF ABRAMS OCONTO","TOWN OF ABRAMS WARD 1-3 OCONTO"
"2234",43006,"OCONTO","TOWN OF BAGLEY","TOWN-OF-BAGLEY-WARD-1-OCONTO","210",0,"17","184","184","45","0","139","0","Polling Place",7,"Yes","4 Somewhat easy",0,0,0,2,5,0,"Bagley Town Hall","No",0,0,0,0,"18","10",0,0,"18","18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF BAGLEY OCONTO","TOWN OF BAGLEY WARD 1 OCONTO"
"2235",43008,"OCONTO","TOWN OF BRAZEAU","TOWN-OF-BRAZEAU-WARD-1-3-OCONTO","916",10,"66","811","812","145","0","667","0","Polling Place",7,"No","2 Somewhat difficult",0,0,0,1,3,3,"Town of Brazeau Hall","No",0,0,0,0,"145","82",0,0,"145","144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF BRAZEAU OCONTO","TOWN OF BRAZEAU WARD 1-3 OCONTO"
"2236",43010,"OCONTO","TOWN OF BREED","TOWN-OF-BREED-WARD-1-OCONTO","439",0,"47","370","370","26","0","229","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,2,4,0,"Breed Community Center","No",0,0,0,0,"25","18",0,0,"25","25",0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,"TOWN OF BREED OCONTO","TOWN OF BREED WARD 1 OCONTO"
"2237",43012,"OCONTO","TOWN OF CHASE","TOWN-OF-CHASE-WARD-1-5-OCONTO","1,823",28,"177","1,600","1,600","0","315","1,285","0","Polling Place",19,"Yes","3 Neither difficult nor easy",0,0,0,4,7,8,"Chase Community Hall","No",0,0,0,0,"284","209",3,0,"280","280",0,1,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,"TOWN OF CHASE OCONTO","TOWN OF CHASE WARDS 1-5 OCONTO"
"2238",43014,"OCONTO","TOWN OF DOTY","TOWN-OF-DOTY-WARD-1-OCONTO","245",1,"13","209","209","31","0","178","0","Polling Place",8,"Yes","3 Neither difficult nor easy",0,0,0,1,7,0,"Doty Town Hall","No",0,0,0,0,"27","11",0,0,"27","27",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF DOTY OCONTO","TOWN OF DOTY WARD 1 OCONTO"
"2239",43016,"OCONTO","TOWN OF GILLETT","TOWN-OF-GILLETT-WARD-1-2-OCONTO","642",1,"45","558","558","52","0","506","0","Polling Place",5,"Yes","3 Neither difficult nor easy",0,0,0,3,2,0,"Gillett Town Hall","No",0,0,0,0,"42","25",0,0,"42","42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF GILLETT OCONTO","TOWN OF GILLETT WARD 1-2 OCONTO"
"2240",43018,"OCONTO","TOWN OF HOW","TOWN-OF-HOW-WARD-1-2-OCONTO","373",0,"25","318","318","0","32","286","0","Polling Place",6,"Yes","2 Somewhat difficult",0,0,0,0,2,4,"How Community Bldg","No",0,0,0,0,"25","19",1,0,"24","0",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF HOW OCONTO","TOWN OF HOW WARDS 1-2 OCONTO"
"2241",43019,"OCONTO","TOWN OF LAKEWOOD","TOWN-OF-LAKEWOOD-WARD-1-OCONTO","649",6,"49","581","581","128","0","453","0","Polling Place",7,"Yes","2 Somewhat difficult",0,0,0,1,4,2,"Lakewood Admin. Office","No",0,0,0,0,"130","77",0,3,"127","127",0,0,0,0,0,0,2,2,0,0,0,0,0,5,0,0,5,5,0,0,"TOWN OF LAKEWOOD OCONTO","TOWN OF LAKEWOOD WARD 1 OCONTO"
"2242",43020,"OCONTO","TOWN OF LENA","TOWN-OF-LENA-WARD-1-OCONTO","448",4,"38","385","387","68","0","317","0","Polling Place",3,"No","2 Somewhat difficult",0,0,0,0,1,2,"Lena Town Hall","No",0,0,0,0,"56","40",1,0,"55","55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF LENA OCONTO","TOWN OF LENA WARD 1 OCONTO"
"2243",43022,"OCONTO","TOWN OF LITTLE RIVER","TOWN-OF-LITTLE-RIVER-WARD-1-2-OCONTO","621",12,"73","562","562","0","291","271","0","Polling Place",5,"No","4 Somewhat easy",0,0,0,1,1,3,"Little River Town Hall","No",0,0,0,0,"43","0",0,0,"43","43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF LITTLE RIVER OCONTO","TOWN OF LITTLE RIVER WARD 1-2 OCONTO"
"2244",43024,"OCONTO","TOWN OF LITTLE SUAMICO","TOWN-OF-LITTLE-SUAMICO-WARD-1-8-OCONTO","3,161",13,"315","2,858","2,858","0","854","2,004","0","Polling Place",17,"Yes","2 Somewhat difficult",0,0,0,2,8,7,"Little Suamico Town Hall","No",0,0,0,0,"815","554",3,0,"812","812",1,0,0,0,0,0,9,3,0,6,6,0,0,0,0,0,0,0,0,0,"TOWN OF LITTLE SUAMICO OCONTO","TOWN OF LITTLE SUAMICO WARD 1-8 OCONTO"
"2245",43026,"OCONTO","TOWN OF MAPLE VALLEY","TOWN-OF-MAPLE-VALLEY-WARD-1-OCONTO","431",0,"28","367","365","30","0","337","0","Polling Place",9,"Yes","2 Somewhat difficult",0,0,0,3,3,3,"Maple Valley Town Hall","No",0,0,0,0,"23","12",0,0,"23","23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF MAPLE VALLEY OCONTO","TOWN OF MAPLE VALLEY WARD 1 OCONTO"
"2246",43028,"OCONTO","TOWN OF MORGAN","TOWN-OF-MORGAN-WARD-1-2-OCONTO","622",0,"72","576","576","0","138","438","0","Polling Place",9,"Yes","3 Neither difficult nor easy",0,0,1,2,4,2,"Morgan Town Hall","No",0,0,0,0,"54","10",0,0,"54","54",0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,"TOWN OF MORGAN OCONTO","TOWN OF MORGAN WARD 1-2 OCONTO"
"2247",43029,"OCONTO","TOWN OF MOUNTAIN","TOWN-OF-MOUNTAIN-WARD-1-OCONTO","548",18,"49","477","479","1","116","362","0","Polling Place",8,"Yes","3 Neither difficult nor easy",0,0,0,2,3,3,"Town of Mountain","No",1,2,2,1,"104","74",1,0,"103","103",0,0,0,0,0,0,7,7,0,4,4,0,0,0,0,0,0,0,0,0,"TOWN OF MOUNTAIN OCONTO","TOWN OF MOUNTAIN WARD 1 OCONTO"
"2248",43030,"OCONTO","TOWN OF OCONTO","TOWN-OF-OCONTO-WARD-1-3-OCONTO","822",0,"89","750","750","0","461","289","0","Polling Place",11,"Yes","5 Very easy",0,0,0,4,4,3,"Oconto Town Hall","No",0,0,0,0,"74","32",2,0,"72","72",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF OCONTO OCONTO","TOWN OF OCONTO WARD 1-3 OCONTO"
"2249",43032,"OCONTO","TOWN OF OCONTO FALLS","TOWN-OF-OCONTO-FALLS-WARD-1-2-OCONTO","753",0,"68","667","667","53","0","614","0","Polling Place",6,"Yes","5 Very easy",0,0,0,1,3,2,"Oconto Falls Town Hall","No",1,0,1,0,"53","0",0,0,"53","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,"TOWN OF OCONTO FALLS OCONTO","TOWN OF OCONTO FALLS WARD 1-2 OCONTO"
"2250",43034,"OCONTO","TOWN OF PENSAUKEE","TOWN-OF-PENSAUKEE-WARD-1-2-OCONTO","864",2,"97","803","803","0","231","572","0","Polling Place",5,"No","5 Very easy",0,0,0,1,2,2,"Pensaukee Town Hall","No",0,0,0,0,"101","74",0,0,"101","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF PENSAUKEE OCONTO","TOWN OF PENSAUKEE WARD 1-2 OCONTO"
"2251",43036,"OCONTO","TOWN OF RIVERVIEW","TOWN-OF-RIVERVIEW-WARD-1-2-OCONTO","581",12,"25","502","502","0","121","381","0","Polling Place",6,"Yes","2 Somewhat difficult",0,0,0,0,9,9,"Riverview Town Hall","No",0,0,0,0,"118","75",0,0,"43","118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF RIVERVIEW OCONTO","TOWN OF RIVERVIEW WARD 1-2 OCONTO"
"2252",43038,"OCONTO","TOWN OF SPRUCE","TOWN-OF-SPRUCE-WARD-1-2-OCONTO","506",2,"73","473","473","0","191","282","0","Polling Place",5,"Yes","4 Somewhat easy",0,0,0,2,2,1,"Spruce Town Hall","No",0,0,0,0,"40","23",0,0,"40","40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF SPRUCE OCONTO","TOWN OF SPRUCE WARD 1-2 OCONTO"
"2253",43040,"OCONTO","TOWN OF STILES","TOWN-OF-STILES-WARD-1-2-OCONTO","897",6,"95","822","822","0","576","246","0","Polling Place",5,"No","2 Somewhat difficult",0,0,1,2,3,0,"Stiles Town Hall","No",0,0,0,0,"51","17",1,0,"50","49",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"TOWN OF STILES OCONTO","TOWN OF STILES WARD 1-2 OCONTO"
"2254",43042,"OCONTO","TOWN OF TOWNSEND","TOWN-OF-TOWNSEND-WARD-1-OCONTO","781",6,"37","681","681","0","178","503","0","Polling Place",12,"Yes","3 Neither difficult nor easy",0,0,0,4,6,2,"Townsend Town Hall","No",0,0,0,0,"157","137",0,0,"157","157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF TOWNSEND OCONTO","TOWN OF TOWNSEND WARD 1 OCONTO"
"2255",43044,"OCONTO","TOWN OF UNDERHILL","TOWN-OF-UNDERHILL-WARD-1-OCONTO","496",3,"49","424","424","69","0","355","0","Polling Place",3,"No","3 Neither difficult nor easy",0,0,0,0,3,0,"Underhill Community Cente","No",0,0,0,0,"32","7",25,0,"32","32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF UNDERHILL OCONTO","TOWN OF UNDERHILL WARD 1 OCONTO"
"2256",43146,"OCONTO","VILLAGE OF LENA","VILLAGE-OF-LENA-WARD-1-OCONTO","293",6,"35","258","258","69","0","189","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,1,3,2,"Lena Village Hall","No",0,0,0,0,"26","19",0,0,"26","25",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,"VILLAGE OF LENA OCONTO","VILLAGE OF LENA WARD 1 OCONTO"
"2257",43171,"BROWN","VILLAGE OF PULASKI","VILLAGE-OF-PULASKI-WARD-5-BROWN","0",0,"0","0","0","0","0","0","0","Polling Place",0,"No","1 Very difficult",0,0,0,0,0,0,"0","No",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF PULASKI BROWN","VILLAGE OF PULASKI WARD 5 BROWN"
"2258",43181,"OCONTO","VILLAGE OF SURING","VILLAGE-OF-SURING-WARD-1-OCONTO","276",1,"25","212","212","0","42","170","0","Polling Place",6,"Yes","3 Neither difficult nor easy",0,0,0,1,2,3,"SURING VILLAGE HALL","No",0,0,0,0,"26","14",0,0,"26","25",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"VILLAGE OF SURING OCONTO","VILLAGE OF SURING WARD 1 OCONTO"
"2259",43231,"OCONTO","CITY OF GILLETT","CITY-OF-GILLETT-WARD-1-3-OCONTO","741",12,"51","585","585","2","167","416","0","Polling Place",8,"Yes","2 Somewhat difficult",0,0,1,3,4,0,"City of Gillett City Hall","No",0,0,0,0,"70","33",4,0,"71","70",1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,"CITY OF GILLETT OCONTO","CITY OF GILLETT WARDS 1-3 OCONTO"
"2260",43265,"OCONTO","CITY OF OCONTO","CITY-OF-OCONTO-WARD-1-7-OCONTO","2,350",56,"219","2,042","2,042","0","1,375","666","0","Polling Place",19,"No","5 Very easy",0,0,0,2,13,4,"Oconto City Hall","No",1,0,0,0,"420","262",4,0,"416","416",0,2,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,"CITY OF OCONTO OCONTO","CITY OF OCONTO WARDS 1-7 OCONTO"
"2261",43266,"OCONTO","CITY OF OCONTO FALLS","CITY-OF-OCONTO-FALLS-WARD-6-OCONTO","0",0,"0","0","0","0","0","0","0","Polling Place",8,"Yes","4 Somewhat easy",0,0,0,0,2,6,"Municipal Building","Yes",0,0,0,0,"0","0",0,0,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CITY OF OCONTO FALLS OCONTO","CITY OF OCONTO FALLS WARD 6 OCONTO"
"2262",43266,"OCONTO","CITY OF OCONTO FALLS","CITY-OF-OCONTO-FALLS-WARD-1-5-OCONTO","1,455",21,"190","1,243","1,243","0","684","559","0","Polling Place",8,"Yes","4 Somewhat easy",0,0,0,0,2,6,"Municipal Building","Yes",1,0,0,1,"184","137",0,0,"184","184",0,0,0,0,0,0,2,1,0,1,1,0,0,3,1,0,2,2,0,0,"CITY OF OCONTO FALLS OCONTO","CITY OF OCONTO FALLS WARDS 1-5 OCONTO"
"2263",44002,"ONEIDA","TOWN OF CASSIAN","TOWN-OF-CASSIAN-WARD-1-2-ONEIDA","781",7,"53","689","689","0","689","0","0","Polling Place",5,"No","3 Neither difficult nor easy",0,0,0,0,0,5,"CASSIAN TOWN HALL","No",0,0,0,0,"98","55",7,1,"92","0",83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TOWN OF CASSIAN ONEIDA","TOWN OF CASSIAN WARDS 1-2 ONEIDA"
