ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTY,COUNTY,MUNICIPALITY,MUNICIPALITY,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Democrat,Republican,Richard V. Campagna/ Michael Badnarik,Patricia LaMarche/ David Cobb,Peter Miguel Camejo/ Ralph Nader,Margaret Trowe/ James Harris,Mary Alice Herbert/ Walter F. Brown,Scattering ,other.votes,Total.votes
02-Nov-04,FALL,GENERAL,PRES,President,5,8,22,1,41,Milwaukee,City,231,Glendale,41231,14,Wards 5 & 11,859,635,3,1,3,4,0,0,11,1505
02-Nov-04,FALL,GENERAL,PRES,President,5,4,10,1,41,Milwaukee,City,231,Glendale,41231,15,Wards 6 & 12,864,594,2,1,8,3,0,3,17,1475
02-Nov-04,FALL,GENERAL,PRES,President,5,8,22,1,41,Milwaukee,City,231,Glendale,41231,16,Ward 7,269,223,3,0,5,2,0,0,10,502
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,22,Ward 1,544,562,6,0,3,1,0,0,10,1116
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,23,Ward 2,552,549,6,2,3,2,0,2,15,1116
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,24,Ward 3,424,441,2,1,1,0,0,2,6,871
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,25,Ward 4,482,411,2,0,4,0,0,0,6,899
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,26,Ward 5,475,471,5,0,5,0,0,1,11,957
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,27,Ward 6,419,528,2,0,4,0,0,0,6,953
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,28,Ward 7,507,674,2,1,8,1,0,0,12,1193
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,29,Ward 8,530,519,0,1,7,2,0,3,13,1062
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,30,Ward 9,517,647,3,0,3,1,0,0,7,1171
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,31,Ward 10,394,597,0,2,6,0,0,0,8,999
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,32,Ward 11,415,760,0,0,3,1,0,0,4,1179
02-Nov-04,FALL,GENERAL,PRES,President,1,28,82,1,41,Milwaukee,City,236,Greenfield,41236,33,Ward 12,366,594,0,0,1,0,0,0,1,961
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,34,Ward 13,317,359,4,2,3,1,1,0,11,687
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,35,Ward 14,470,446,3,0,10,1,0,1,15,931
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,36,Ward 15,291,277,0,0,6,0,0,0,6,574
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,37,Ward 16,331,375,1,0,2,1,0,2,6,712
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,38,Ward 17,481,388,1,0,3,0,0,0,4,873
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,39,Ward 18,448,550,5,0,2,2,0,1,10,1008
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,40,Ward 19,614,692,3,0,1,2,2,1,9,1315
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,41,Ward 20,557,637,3,0,7,1,0,1,12,1206
02-Nov-04,FALL,GENERAL,PRES,President,1,3,7,1,41,Milwaukee,City,236,Greenfield,41236,42,Ward 21,454,423,2,0,6,1,0,1,10,887
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,1,Ward 1,947,267,1,1,1,0,0,1,4,1218
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,2,Ward 2,687,25,1,0,0,0,1,0,2,714
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,3,Ward 3,896,52,0,0,1,0,0,0,1,949
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,4,Ward 4,450,42,0,0,1,0,0,0,1,493
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,5,Ward 5,616,54,0,0,1,0,0,0,1,671
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,6,Ward 6,608,71,0,0,1,0,0,0,1,680
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,7,Ward 7,709,92,0,0,1,0,0,0,1,802
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,8,Ward 8,590,148,1,0,0,0,0,0,1,739
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,9,Ward 9,772,126,0,0,1,1,1,1,4,902
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,10,Ward 10,786,188,0,0,3,1,0,1,5,979
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,11,Ward 11,696,35,0,0,3,0,0,0,3,734
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,12,Ward 12,797,37,1,1,0,0,0,1,3,837
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,13,Ward 13,708,34,0,0,0,0,0,0,0,742
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,14,Ward 14,683,28,1,0,0,0,0,1,2,713
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,15,Ward 15,1352,117,0,1,1,0,0,3,5,1474
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,16,Ward 16,824,45,1,1,2,0,1,5,10,879
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,17,Ward 17,1409,68,1,4,3,0,0,2,10,1487
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,18,Ward 18,950,40,0,1,2,0,0,0,3,993
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,19,Ward 19,847,32,0,0,0,0,0,1,1,880
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,20,Ward 20,612,134,0,1,0,0,0,0,1,747
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,21,Ward 21,678,163,1,1,5,0,0,0,7,848
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,22,Ward 22,619,61,0,0,2,0,0,0,2,682
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,23,Ward 23,561,141,1,2,3,0,0,1,7,709
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,24,Ward 24,550,148,0,0,4,0,0,1,5,703
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,25,Ward 25,668,183,1,1,0,0,0,0,2,853
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,26,Ward 26,870,240,0,0,3,0,0,2,5,1115
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,27,Ward 27,997,314,1,1,8,1,0,11,22,1333
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,28,Ward 28,531,118,0,0,1,0,0,0,1,650
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,29,Ward 29,614,99,2,0,3,0,0,0,5,718
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,30,Ward 30,730,183,0,0,3,0,0,2,5,918
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,31,Ward 31,852,238,0,1,7,0,0,0,8,1098
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,32,Ward 32,800,131,0,0,2,0,0,0,2,933
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,33,Ward 33,897,143,0,0,3,2,0,0,5,1045
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,34,Ward 34,533,144,1,0,0,0,0,0,1,678
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,35,Ward 35,796,117,1,1,3,0,0,1,6,919
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,36,Ward 36,1037,308,0,1,5,0,0,0,6,1351
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,37,Ward 37,1124,781,5,0,5,0,0,2,12,1917
02-Nov-04,FALL,GENERAL,PRES,President,4,8,22,1,41,Milwaukee,City,251,Milwaukee,41251,38,Ward 38,772,473,7,0,10,0,0,1,18,1263
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,39,Ward 39,1204,845,12,1,25,0,0,9,47,2096
02-Nov-04,FALL,GENERAL,PRES,President,4,8,22,1,41,Milwaukee,City,251,Milwaukee,41251,40,Ward 40,1180,493,7,1,13,0,0,2,23,1696
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,41,Ward 41,1056,235,4,2,11,0,0,2,19,1310
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,42,Ward 42,1063,521,6,0,10,0,0,1,17,1601
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,43,Ward 43,792,369,5,1,12,0,1,0,19,1180
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,44,Ward 44,1323,598,9,2,6,0,0,3,20,1941
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,45,Ward 45,689,306,3,0,3,0,0,1,7,1002
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,46,Ward 46,742,286,7,2,14,0,1,1,25,1053
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,47,Ward 47,688,234,5,2,9,0,0,0,16,938
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,48,Ward 48,830,126,4,1,7,0,1,1,14,970
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,49,Ward 49,776,308,2,3,8,0,0,1,14,1098
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,50,Ward 50,589,267,3,1,6,0,0,0,10,866
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,51,Ward 51,1251,381,6,1,12,0,0,3,22,1654
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,52,Ward 52,1045,400,11,2,15,1,0,1,30,1475
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,53,Ward 53,905,296,4,5,6,0,0,2,17,1218
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,54,Ward 54,1628,773,10,5,22,0,1,4,42,2443
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,55,Ward 55,607,396,1,4,6,0,0,2,13,1016
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,56,Ward 56,912,515,3,0,11,0,1,2,17,1444
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,57,Ward 57,588,220,3,1,5,0,0,1,10,818
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,58,Ward 58,1248,878,14,6,13,0,2,1,36,2162
02-Nov-04,FALL,GENERAL,PRES,President,4,7,19,1,41,Milwaukee,City,251,Milwaukee,41251,59,Ward 59,771,448,5,3,9,1,0,0,18,1237
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,60,Ward 60,692,434,4,2,8,0,0,2,16,1142
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,61,Ward 61,448,254,4,1,4,0,0,0,9,711
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,62,Ward 62,536,508,1,7,5,0,1,1,15,1059
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,63,Ward 63,248,73,0,0,1,0,1,0,2,323
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,64,Ward 64,559,170,2,2,7,0,1,4,16,745
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,65,Ward 65,399,109,1,1,5,0,1,1,9,517
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,66,Ward 66,412,60,2,0,1,0,1,0,4,476
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,67,Ward 67,599,48,1,0,1,0,0,0,2,649
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,68,Ward 68,315,49,3,0,2,0,1,0,6,370
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,69,Ward 69,305,40,2,0,1,0,0,0,3,348
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,70,Ward 70,610,77,2,0,2,0,0,0,4,691
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,71,Ward 71,842,84,0,0,1,0,0,1,2,928
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,72,Ward 72,618,63,1,0,1,0,0,0,2,683
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,73,Ward 73,416,63,0,0,1,0,0,1,2,481
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,74,Ward 74,717,149,1,1,4,0,0,0,6,872
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,75,Ward 75,681,206,0,1,2,0,0,0,3,890
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,76,Ward 76,569,446,1,3,5,0,0,2,11,1026
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,77,Ward 77,685,405,4,0,3,0,0,1,8,1098
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,78,Ward 78,529,169,0,0,4,0,0,0,4,702
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,79,Ward 79,525,181,0,0,0,0,0,0,0,706
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,80,Ward 80,573,185,1,0,4,0,1,0,6,764
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,81,Ward 81,439,290,2,0,1,0,0,2,5,734
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,82,Ward 82,522,316,2,0,2,0,0,2,6,844
02-Nov-04,FALL,GENERAL,PRES,President,4,4,12,1,41,Milwaukee,City,251,Milwaukee,41251,83,Ward 83,462,203,0,0,2,0,0,0,2,667
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,84,Ward 84,527,403,1,1,6,0,0,3,11,941
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,85,Ward 85,382,328,1,0,3,0,0,1,5,715
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,86,Ward 86,391,506,2,0,5,0,0,0,7,904
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,87,Ward 87,320,426,1,2,0,0,0,1,4,750
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,88,Ward 88,516,425,1,0,5,1,0,0,7,948
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,89,Ward 89,547,447,6,3,4,0,0,2,15,1009
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,90,Ward 90,417,428,1,1,5,0,0,0,7,852
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,91,Ward 91,337,434,2,0,6,0,1,1,10,781
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,92,Ward 92,783,686,4,3,7,0,0,1,15,1484
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,93,Ward 93,403,510,2,1,3,0,1,2,9,922
02-Nov-04,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,94,Ward 94,469,540,2,1,7,0,0,2,12,1021
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,95,Ward 95,844,133,1,1,12,0,0,2,16,993
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,96,Ward 96,544,118,0,1,3,0,0,2,6,668
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,97,Ward 97,789,35,0,0,2,0,0,1,3,827
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,98,Ward 98,621,25,0,2,0,0,0,0,2,648
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,99,Ward 99,831,18,1,0,0,0,0,1,2,851
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,100,Ward 100,829,17,1,0,3,0,0,0,4,850
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,101,Ward 101,927,49,3,1,2,0,1,1,8,984
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,102,Ward 102,518,117,3,2,9,0,1,1,16,651
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,103,Ward 103,1056,168,6,4,10,0,1,3,24,1248
02-Nov-04,FALL,GENERAL,PRES,President,4,4,10,1,41,Milwaukee,City,251,Milwaukee,41251,104,Ward 104,502,33,0,1,1,0,0,1,3,538
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,105,Ward 105,933,129,7,3,10,0,0,3,23,1085
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,106,Ward 106,599,40,2,0,1,0,0,3,6,645
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,107,Ward 107,619,25,0,0,2,0,0,2,4,648
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,108,Ward 108,764,17,0,0,0,0,0,0,0,781
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,109,Ward 109,1105,24,0,0,2,0,0,2,4,1133
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,110,Ward 110,1097,418,4,1,3,0,0,4,12,1527
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,111,Ward 111,480,55,1,0,1,0,0,1,3,538
02-Nov-04,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,112,Ward 112,725,12,0,1,1,0,0,0,2,739
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,113,Ward 113,885,139,0,0,1,0,0,0,1,1025
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,114,Ward 114,566,85,4,0,1,0,1,0,6,657
02-Nov-04,FALL,GENERAL,PRES,President,4,4,11,1,41,Milwaukee,City,251,Milwaukee,41251,115,Ward 115,1075,74,1,0,1,0,0,1,3,1152
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,116,Ward 116,668,31,0,0,1,0,0,0,1,700
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,117,Ward 117,1009,115,0,0,5,1,0,0,6,1130
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,118,Ward 118,702,116,0,0,5,0,0,0,5,823
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,119,Ward 119,457,171,0,0,3,1,0,0,4,632
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,120,Ward 120,787,216,2,1,2,0,0,1,6,1009
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,121,Ward 121,442,78,0,0,1,0,0,1,2,522
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,122,Ward 122,622,61,0,0,0,0,0,0,0,683
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,123,Ward 123,783,133,1,0,1,0,1,0,3,919
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,124,Ward 124,731,137,1,0,0,0,1,0,2,870
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,125,Ward 125,646,226,0,0,5,0,0,0,5,877
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,126,Ward 126,603,245,8,0,9,0,1,0,18,866
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,127,Ward 127,874,104,2,0,1,0,0,1,4,982
02-Nov-04,FALL,GENERAL,PRES,President,4,6,17,1,41,Milwaukee,City,251,Milwaukee,41251,128,Ward 128,1076,98,1,1,2,0,0,1,5,1179
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,129,Ward 129,744,53,0,0,5,0,0,0,5,802
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,130,Ward 130,656,33,0,0,0,0,0,0,0,689
02-Nov-04,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,131,Ward 131,443,13,0,0,0,0,0,0,0,456
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,132,Ward 132,364,96,1,0,1,0,1,0,3,463
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,133,Ward 133,255,89,0,1,2,0,0,1,4,348
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,134,Ward 134,403,138,1,1,0,0,0,3,5,546
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,135,Ward 135,512,231,0,0,7,0,0,1,8,751
02-Nov-04,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,136,Ward 136,550,209,0,0,6,0,0,3,9,768
02-Nov-04,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,137,Ward 137,504,249,1,0,4,0,0,0,5,758
02-Nov-04,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,138,Ward 138,693,313,3,0,8,0,0,1,12,1018
02-Nov-04,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,139,Ward 139,256,79,0,0,2,0,0,0,2,337
02-Nov-04,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,140,Ward 140,486,169,0,0,5,0,0,0,5,660
