County Name,Municipality Name,Reporting Unit,Original or recount,Total Votes,Donald J. Trump / Michael R. Pence,Hillary Clinton / Tim Kaine,Darrell L. Castle / Scott N. Bradley,Gary Johnson / Bill Weld,Jill Stein / Ajamu Baraka,Monica Moorehead / Lamont Lilly,Rocky Roque De La Fuente / Michael Steinberg,Cherunda Fox / Roger Kushner (write-in),Evan McMullin / Nathan Johnson (write-in),Michael A. Maturen / Juan Munoz (write-in),Marshall Schoenke / James Creighton Mitchell Jr. (write-in),Chris Keniston / Deacon Taylor (write-in),Laurence Kotlikoff / Edward E. Leamer (write-in),Tom Hoefling / Steve Schulin (write-in),Joseph Maldonado (write-in),Emidio Soltysik / Angela Nicole Walker (write-in),SCATTERING
CLARK ,TOWN OF THORP,TOWN OF THORP Ward 1,Recount,305,193,101,0,5,2,0,1,0,2,0,0,0,0,0,0,0,1
CLARK ,TOWN OF UNITY,TOWN OF UNITY Ward 1,Recount,307,216,72,2,11,4,1,0,0,1,0,0,0,0,0,0,0,0
CLARK ,TOWN OF WARNER,TOWN OF WARNER Wards 1-2,Recount,235,167,62,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1
CLARK ,TOWN OF WASHBURN,TOWN OF WASHBURN Ward 1,Recount,146,108,32,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,TOWN OF WESTON,TOWN OF WESTON Wards 1-2,Recount,307,196,100,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,TOWN OF WITHEE,TOWN OF WITHEE Ward 1,Recount,283,191,78,5,6,0,2,0,0,0,0,0,0,0,0,0,0,1
CLARK ,TOWN OF WORDEN,TOWN OF WORDEN Ward 1,Recount,233,165,55,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,TOWN OF YORK,TOWN OF YORK Wards 1-2,Recount,344,222,100,4,12,3,2,0,0,1,0,0,0,0,0,0,0,0
CLARK ,VILLAGE OF CURTISS,VILLAGE OF CURTISS Ward 1,Recount,47,32,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,VILLAGE OF DORCHESTER,VILLAGE OF DORCHESTER Ward 1,Recount,300,197,79,4,14,1,0,0,0,0,0,0,0,0,0,0,0,5
CLARK ,VILLAGE OF GRANTON,VILLAGE OF GRANTON Ward 1,Recount,179,112,55,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,VILLAGE OF UNITY,VILLAGE OF UNITY Ward 2,Recount,75,61,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,VILLAGE OF WITHEE,VILLAGE OF WITHEE Ward 1,Recount,246,156,71,2,8,3,3,0,0,2,0,0,0,0,0,0,0,1
CLARK ,CITY OF ABBOTSFORD,CITY OF ABBOTSFORD Wards 2-5,Recount,640,373,232,4,16,7,0,0,0,4,0,0,0,0,0,0,0,4
CLARK ,CITY OF COLBY,CITY OF COLBY Wards 2-4,Recount,547,339,169,2,22,4,0,0,0,5,0,0,0,0,0,0,0,6
CLARK ,CITY OF GREENWOOD,CITY OF GREENWOOD Wards 1-2,Recount,530,285,203,5,22,7,1,0,0,3,0,0,0,0,0,0,0,4
CLARK ,CITY OF LOYAL,CITY OF LOYAL Wards 1-2,Recount,565,358,177,5,18,4,0,0,0,2,0,0,0,0,0,0,0,1
CLARK ,CITY OF NEILLSVILLE,CITY OF NEILLSVILLE Ward 1,Recount,198,109,77,0,3,4,1,0,0,1,0,0,0,0,0,0,0,3
CLARK ,CITY OF NEILLSVILLE,CITY OF NEILLSVILLE Ward 2,Recount,283,155,106,2,10,3,2,1,0,1,0,0,0,0,0,0,0,3
CLARK ,CITY OF NEILLSVILLE,CITY OF NEILLSVILLE Ward 3,Recount,283,155,116,1,7,2,0,0,0,1,0,0,0,0,0,0,0,1
CLARK ,CITY OF NEILLSVILLE,CITY OF NEILLSVILLE Ward 4,Recount,174,109,55,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0
CLARK ,CITY OF NEILLSVILLE,CITY OF NEILLSVILLE Ward 5,Recount,129,67,55,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1
CLARK ,CITY OF OWEN,CITY OF OWEN Wards 1-3,Recount,435,220,174,7,28,5,0,0,0,0,0,0,0,0,0,0,0,1
CLARK ,CITY OF STANLEY,CITY OF STANLEY Ward 5,Recount,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARK ,CITY OF STANLEY,CITY OF STANLEY Ward 8,Recount,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4
CLARK ,CITY OF THORP,CITY OF THORP Wards 1-4,Recount,737,453,250,9,22,3,0,0,0,0,0,0,0,0,0,0,0,0
COLUMBIA ,TOWN OF ARLINGTON,TOWN OF ARLINGTON Ward 1,Recount,468,238,203,1,20,2,0,0,0,0,0,0,0,0,0,0,0,4
COLUMBIA ,TOWN OF CALEDONIA,TOWN OF CALEDONIA Wards 1-2,Recount,878,369,454,3,30,13,0,0,0,1,0,0,0,0,0,0,0,8
COLUMBIA ,TOWN OF COLUMBUS,TOWN OF COLUMBUS Ward 1,Recount,375,206,134,7,17,2,0,0,0,5,0,0,0,0,0,0,0,4
COLUMBIA ,TOWN OF COURTLAND,TOWN OF COURTLAND Ward 1,Recount,253,173,66,1,9,0,0,0,0,1,0,0,0,0,0,0,0,3
COLUMBIA ,TOWN OF DEKORRA,TOWN OF DEKORRA Wards 1-3,Recount,1392,700,616,4,42,18,0,0,0,0,0,0,0,0,0,0,0,12
COLUMBIA ,TOWN OF FORT WINNEBAGO,TOWN OF FORT WINNEBAGO Ward 1,Recount,511,303,185,0,17,3,1,0,0,1,0,0,0,0,0,0,0,1
COLUMBIA ,TOWN OF FOUNTAIN PRAIRIE,TOWN OF FOUNTAIN PRAIRIE Wards 1-2,Recount,508,245,228,3,18,2,1,0,0,5,0,0,0,0,0,0,0,6
COLUMBIA ,TOWN OF HAMPDEN,TOWN OF HAMPDEN Ward 1,Recount,358,193,147,1,11,1,0,1,0,0,0,0,0,0,0,0,0,4
COLUMBIA ,TOWN OF LEEDS,TOWN OF LEEDS Wards 1-2,Recount,476,239,195,3,23,7,1,0,0,2,0,0,0,0,0,0,0,6
COLUMBIA ,TOWN OF LEWISTON,TOWN OF LEWISTON Wards 1-2,Recount,686,343,305,5,18,6,1,0,0,1,0,0,0,0,0,0,0,7
COLUMBIA ,TOWN OF LODI,TOWN OF LODI Wards 1-5,Recount,2000,961,905,10,71,21,0,0,0,11,0,0,0,0,0,0,0,21
COLUMBIA ,TOWN OF LOWVILLE,TOWN OF LOWVILLE Wards 1-2,Recount,622,321,268,5,18,4,0,0,0,1,0,0,0,0,0,0,0,5
COLUMBIA ,TOWN OF MARCELLON,TOWN OF MARCELLON Wards 1-2,Recount,517,291,202,7,8,3,0,0,0,4,0,0,0,0,0,0,0,2
COLUMBIA ,TOWN OF NEWPORT,TOWN OF NEWPORT Ward 1,Recount,391,216,149,0,13,7,0,0,0,1,0,0,2,0,0,0,0,3
COLUMBIA ,TOWN OF OTSEGO,TOWN OF OTSEGO Ward 1,Recount,398,209,159,0,22,4,0,1,0,1,0,0,0,0,0,0,0,2
COLUMBIA ,TOWN OF PACIFIC,TOWN OF PACIFIC Wards 1-4,Recount,1598,848,685,2,40,6,0,1,0,5,0,0,0,0,0,0,0,11
COLUMBIA ,TOWN OF RANDOLPH,TOWN OF RANDOLPH Ward 1,Recount,417,323,78,1,5,2,0,1,0,0,0,0,0,0,2,0,0,5
COLUMBIA ,TOWN OF SCOTT,TOWN OF SCOTT Ward 1,Recount,339,188,118,2,23,3,1,0,0,0,0,0,0,0,0,0,0,4
COLUMBIA ,TOWN OF SPRINGVALE,TOWN OF SPRINGVALE Wards 1-2,Recount,309,180,120,1,3,3,0,0,0,1,0,0,0,0,0,0,0,1
COLUMBIA ,TOWN OF WEST POINT,TOWN OF WEST POINT Wards 1-3,Recount,1277,556,645,4,44,7,0,1,0,5,0,0,0,0,0,0,0,15
COLUMBIA ,TOWN OF WYOCENA,TOWN OF WYOCENA Wards 1-2,Recount,956,487,422,2,27,4,0,0,0,3,0,0,0,0,0,0,0,11
COLUMBIA ,VILLAGE OF ARLINGTON,VILLAGE OF ARLINGTON Ward 1,Recount,471,227,215,4,14,6,0,0,0,2,0,0,0,0,0,0,0,3
COLUMBIA ,VILLAGE OF CAMBRIA,VILLAGE OF CAMBRIA Ward 1,Recount,368,175,161,6,12,8,1,0,0,3,0,0,0,0,0,0,0,2
COLUMBIA ,VILLAGE OF DOYLESTOWN,VILLAGE OF DOYLESTOWN Ward 1,Recount,139,61,63,0,10,4,0,0,0,0,0,0,0,0,0,0,0,1
COLUMBIA ,VILLAGE OF FALL RIVER,VILLAGE OF FALL RIVER Wards 1-2,Recount,804,396,346,3,29,12,2,1,0,2,0,0,0,0,0,0,0,13
COLUMBIA ,VILLAGE OF FRIESLAND,VILLAGE OF FRIESLAND Ward 1,Recount,163,114,37,2,5,2,0,0,0,0,0,0,0,0,0,0,0,3
COLUMBIA ,VILLAGE OF PARDEEVILLE,VILLAGE OF PARDEEVILLE Ward 1-3,Recount,1029,523,437,14,29,14,0,0,0,5,0,0,0,0,0,0,0,7
COLUMBIA ,VILLAGE OF POYNETTE,VILLAGE OF POYNETTE Ward 1-4,Recount,1240,530,621,6,51,14,0,0,0,2,0,0,0,0,0,0,0,16
COLUMBIA ,VILLAGE OF RANDOLPH,VILLAGE OF RANDOLPH Ward 3,Recount,239,154,64,1,14,3,0,0,0,1,0,0,0,0,0,0,0,2
COLUMBIA ,VILLAGE OF RIO,VILLAGE OF RIO Ward 1-2,Recount,556,246,250,2,26,17,1,0,0,5,0,0,0,0,0,0,0,9
COLUMBIA ,VILLAGE OF WYOCENA,VILLAGE OF WYOCENA Ward 1,Recount,333,172,129,2,18,9,0,0,0,1,0,0,0,0,0,0,0,2
COLUMBIA ,CITY OF COLUMBUS,CITY OF COLUMBUS Wards 1-8,Recount,2709,1089,1381,12,130,47,3,0,0,18,2,0,0,0,1,0,0,26
COLUMBIA ,CITY OF COLUMBUS,CITY OF COLUMBUS Ward 10,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLUMBIA ,CITY OF LODI,CITY OF LODI Wards 1-6,Recount,1752,641,998,4,68,12,1,1,0,8,0,0,0,0,0,0,0,19
COLUMBIA ,CITY OF PORTAGE,"CITY OF PORTAGE Wards 1,9-10",Recount,1371,610,653,8,57,20,1,0,0,6,0,0,0,0,0,0,0,16
COLUMBIA ,CITY OF PORTAGE,"CITY OF PORTAGE Wards 2-3,5",Recount,1336,518,707,7,61,22,0,2,0,0,0,0,0,0,0,0,0,19
COLUMBIA ,CITY OF PORTAGE,"CITY OF PORTAGE Wards 4,6-8",Recount,1345,582,673,4,58,16,0,1,0,2,0,0,0,0,0,0,0,9
COLUMBIA ,CITY OF WISCONSIN DELLS,"CITY OF WISCONSIN DELLS Wards 1-3,6",Recount,1114,536,509,1,31,22,1,0,0,5,0,0,0,0,0,0,0,9
COLUMBIA ,CITY OF WISCONSIN DELLS,CITY OF WISCONSIN DELLS Ward 11,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,TOWN OF BRIDGEPORT,TOWN OF BRIDGEPORT Ward 1,Recount,548,295,220,3,22,1,0,0,0,3,0,0,0,0,0,0,0,4
CRAWFORD ,TOWN OF CLAYTON,TOWN OF CLAYTON Wards 1-3,Recount,463,199,231,3,18,8,1,1,0,0,0,0,0,0,0,0,0,2
CRAWFORD ,TOWN OF EASTMAN,TOWN OF EASTMAN Wards 1-2,Recount,405,238,141,2,14,7,0,0,0,0,0,0,0,0,0,0,0,3
CRAWFORD ,TOWN OF FREEMAN,TOWN OF FREEMAN Ward 1,Recount,420,208,183,4,20,3,1,0,0,1,0,0,0,0,0,0,0,0
CRAWFORD ,TOWN OF HANEY,TOWN OF HANEY Ward 1,Recount,165,72,83,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,TOWN OF MARIETTA,TOWN OF MARIETTA Ward 1,Recount,261,156,87,2,11,1,0,0,0,4,0,0,0,0,0,0,0,0
CRAWFORD ,TOWN OF PRAIRIE DU CHIEN,TOWN OF PRAIRIE DU CHIEN Wards 1-2,Recount,476,268,178,2,18,5,2,0,0,0,0,0,0,0,0,0,0,3
CRAWFORD ,TOWN OF SCOTT,TOWN OF SCOTT Ward 1,Recount,241,113,114,2,6,3,0,0,0,1,0,0,0,0,0,0,0,2
CRAWFORD ,TOWN OF SENECA,TOWN OF SENECA Ward 1,Recount,451,238,191,0,17,0,1,1,0,0,0,0,0,0,0,0,0,3
CRAWFORD ,TOWN OF UTICA,TOWN OF UTICA Ward 1,Recount,337,135,173,5,13,6,0,0,0,3,0,0,0,0,0,0,0,2
CRAWFORD ,TOWN OF WAUZEKA,TOWN OF WAUZEKA Wards 1-2,Recount,206,119,72,1,11,1,0,0,0,0,0,0,0,0,0,0,0,2
CRAWFORD ,VILLAGE OF BELL CENTER,VILLAGE OF BELL CENTER Ward 1,Recount,46,19,16,1,3,5,0,0,0,0,0,0,0,0,0,0,0,2
CRAWFORD ,VILLAGE OF DE SOTO,VILLAGE OF DE SOTO Ward 2,Recount,47,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,VILLAGE OF EASTMAN,VILLAGE OF EASTMAN Ward 1,Recount,177,111,55,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1
CRAWFORD ,VILLAGE OF FERRYVILLE,VILLAGE OF FERRYVILLE Ward 1,Recount,126,52,70,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,VILLAGE OF GAYS MILLS,VILLAGE OF GAYS MILLS Ward 1,Recount,229,95,119,1,11,1,0,0,0,1,0,0,0,0,0,0,0,1
CRAWFORD ,VILLAGE OF LYNXVILLE,VILLAGE OF LYNXVILLE Ward 1,Recount,71,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,VILLAGE OF MT. STERLING,VILLAGE OF MT. STERLING Ward 1,Recount,87,33,47,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3
CRAWFORD ,VILLAGE OF SOLDIERS GROVE,VILLAGE OF SOLDIERS GROVE Ward 1,Recount,247,114,117,1,7,4,0,0,0,1,0,0,0,0,0,0,0,3
CRAWFORD ,VILLAGE OF STEUBEN,VILLAGE OF STEUBEN Ward 1,Recount,51,34,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRAWFORD ,VILLAGE OF WAUZEKA,VILLAGE OF WAUZEKA Ward 1,Recount,287,158,109,3,13,2,0,0,0,1,0,0,0,0,0,0,0,1
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,CITY OF PRAIRIE DU CHIEN Ward 1,Recount,393,204,168,3,15,0,1,0,0,0,0,0,0,0,0,0,0,2
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,"CITY OF PRAIRIE DU CHIEN Wards 2,7",Recount,446,203,220,3,9,7,0,0,0,3,0,0,0,0,0,0,0,1
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,CITY OF PRAIRIE DU CHIEN Ward 3,Recount,327,154,149,2,12,6,0,1,0,0,0,0,0,0,0,0,0,3
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,CITY OF PRAIRIE DU CHIEN Ward 4,Recount,372,191,161,1,10,8,0,0,0,0,0,0,0,0,0,0,0,1
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,CITY OF PRAIRIE DU CHIEN Ward 5,Recount,412,178,214,2,12,1,2,0,0,2,0,0,0,0,0,0,0,1
CRAWFORD ,CITY OF PRAIRIE DU CHIEN,CITY OF PRAIRIE DU CHIEN Ward 6,Recount,437,188,228,2,9,4,0,0,0,1,2,0,0,0,0,0,0,3
DANE ,TOWN OF ALBION,TOWN OF ALBION Wards 1-2,Recount,1135,463,592,8,50,14,0,0,0,1,0,0,0,0,0,0,0,7
DANE ,TOWN OF BERRY,TOWN OF BERRY Wards 1-2,Recount,759,285,415,3,27,9,1,0,0,3,0,0,0,0,0,0,0,16
DANE ,TOWN OF BLACK EARTH,TOWN OF BLACK EARTH Ward 1,Recount,331,137,176,0,10,2,0,1,0,0,0,0,0,0,0,0,0,5
DANE ,TOWN OF BLOOMING GROVE,TOWN OF BLOOMING GROVE Wards 1-3,Recount,1025,294,665,0,27,21,2,0,0,4,2,0,0,0,0,0,0,10
DANE ,TOWN OF BLUE MOUNDS,TOWN OF BLUE MOUNDS Ward 1,Recount,597,239,315,2,29,3,0,0,0,1,0,0,0,0,0,0,0,8
DANE ,TOWN OF BRISTOL,TOWN OF BRISTOL Ward 1-4,Recount,2411,1100,1132,5,108,27,1,2,0,4,0,0,0,0,0,0,0,32
DANE ,TOWN OF BURKE,TOWN OF BURKE Wards 1-4,Recount,1943,762,1076,3,54,26,0,2,0,2,0,0,0,0,0,0,0,18
DANE ,TOWN OF CHRISTIANA,TOWN OF CHRISTIANA Ward 1-2,Recount,724,323,363,3,24,3,1,0,0,1,0,0,0,0,0,0,0,6
DANE ,TOWN OF COTTAGE GROVE,"TOWN OF COTTAGE GROVE Wards 1-2,4-5,7",Recount,1531,595,851,3,62,10,1,0,0,0,0,0,0,0,0,0,0,9
DANE ,TOWN OF COTTAGE GROVE,"TOWN OF COTTAGE GROVE Wards 3,6",Recount,899,326,523,1,23,10,0,1,0,6,0,0,0,0,0,0,0,9
DANE ,TOWN OF CROSS PLAINS,TOWN OF CROSS PLAINS Ward 1-2,Recount,959,394,498,9,34,15,0,0,0,3,0,0,0,0,0,0,0,6
DANE ,TOWN OF CROSS PLAINS,TOWN OF CROSS PLAINS Ward 3,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,TOWN OF DANE,TOWN OF DANE Ward 1,Recount,536,276,222,7,18,2,0,2,0,4,0,0,0,0,0,0,0,5
DANE ,TOWN OF DEERFIELD,TOWN OF DEERFIELD Ward 1-2,Recount,896,385,459,1,26,11,0,0,0,5,0,0,0,0,0,0,0,9
DANE ,TOWN OF DUNKIRK,"TOWN OF DUNKIRK Ward 1,3,5",Recount,776,292,439,0,27,3,1,1,0,4,0,0,0,0,0,0,0,9
DANE ,TOWN OF DUNKIRK,"TOWN OF DUNKIRK Ward 2,4,6",Recount,442,171,244,3,12,3,0,1,0,3,0,0,0,0,0,0,0,5
DANE ,TOWN OF DUNN,TOWN OF DUNN Ward 1-7,Recount,3255,1148,1911,9,105,47,3,0,0,7,1,0,0,0,0,0,1,23
DANE ,TOWN OF MADISON,TOWN OF MADISON Ward 1,Recount,370,31,307,0,9,16,1,0,0,0,0,0,0,0,0,0,0,6
DANE ,TOWN OF MADISON,TOWN OF MADISON Ward 2-9,Recount,2086,222,1692,4,64,69,2,2,0,7,0,0,0,0,0,0,0,24
DANE ,TOWN OF MAZOMANIE,TOWN OF MAZOMANIE Wards 1-2,Recount,648,262,347,3,17,10,1,0,0,1,0,0,0,0,0,0,0,7
DANE ,TOWN OF MEDINA,TOWN OF MEDINA Ward 1-2,Recount,755,342,378,0,22,4,1,1,0,4,0,0,0,0,0,0,0,3
DANE ,TOWN OF MIDDLETON,TOWN OF MIDDLETON Ward 1-8,Recount,4082,1470,2313,13,155,30,0,2,0,28,0,0,0,0,0,0,0,71
DANE ,TOWN OF MONTROSE,TOWN OF MONTROSE Ward 1-2,Recount,710,246,429,2,20,5,1,0,0,1,0,0,0,0,0,0,0,6
DANE ,TOWN OF OREGON,TOWN OF OREGON Ward 1-4,Recount,2119,713,1276,13,70,19,0,0,0,8,0,0,0,0,0,0,0,20
DANE ,TOWN OF PERRY,TOWN OF PERRY Ward 1,Recount,491,163,306,1,12,2,1,0,0,0,0,0,0,0,0,0,0,6
DANE ,TOWN OF PLEASANT SPRINGS,TOWN OF PLEASANT SPRINGS Ward 1-4,Recount,2099,869,1119,7,59,15,0,1,0,4,0,0,0,0,0,0,0,25
DANE ,TOWN OF PRIMROSE,TOWN OF PRIMROSE Ward 1,Recount,448,143,273,4,18,8,0,0,0,0,0,0,0,0,0,0,0,2
DANE ,TOWN OF ROXBURY,TOWN OF ROXBURY Ward 1-2,Recount,1086,453,557,4,42,7,0,0,0,3,0,0,0,0,0,0,0,20
DANE ,TOWN OF RUTLAND,TOWN OF RUTLAND Ward 1-2,Recount,1290,461,738,3,49,16,2,0,0,6,0,0,0,0,0,0,0,15
DANE ,TOWN OF SPRINGDALE,TOWN OF SPRINGDALE Ward 1-2,Recount,1236,455,684,7,52,22,1,0,0,3,0,0,0,0,0,0,0,12
DANE ,TOWN OF SPRINGFIELD,TOWN OF SPRINGFIELD Ward 1-3,Recount,1645,703,833,9,58,12,0,0,0,11,0,0,0,0,0,0,0,19
DANE ,TOWN OF SUN PRAIRIE,TOWN OF SUN PRAIRIE Wards 1-3,Recount,1380,594,719,2,41,9,0,1,0,0,0,0,0,0,0,0,0,14
DANE ,TOWN OF VERMONT,TOWN OF VERMONT Ward 1,Recount,548,174,342,0,18,6,0,1,0,2,0,0,0,0,0,0,0,5
DANE ,TOWN OF VERONA,TOWN OF VERONA Ward 1,Recount,421,172,225,1,13,5,0,0,0,2,0,0,0,0,0,0,0,3
DANE ,TOWN OF VERONA,TOWN OF VERONA Wards 2-4,Recount,865,290,532,1,26,5,0,1,0,1,0,0,0,0,0,0,1,8
DANE ,TOWN OF VIENNA,TOWN OF VIENNA Wards 1-2,Recount,921,444,422,3,22,14,0,3,0,7,0,0,0,0,0,0,0,6
DANE ,TOWN OF WESTPORT,TOWN OF WESTPORT Ward 1-5,Recount,2821,1031,1607,7,94,28,1,4,0,13,0,0,0,0,0,0,0,36
DANE ,TOWN OF YORK,TOWN OF YORK Ward 1,Recount,400,191,194,2,10,2,0,0,0,0,0,0,0,0,0,0,0,1
DANE ,VILLAGE OF BELLEVILLE,VILLAGE OF BELLEVILLE Ward 1-2,Recount,1040,303,687,4,27,8,1,0,0,2,0,0,0,0,0,0,0,8
DANE ,VILLAGE OF BLACK EARTH,VILLAGE OF BLACK EARTH Ward 1-2,Recount,777,237,498,5,21,4,0,0,0,9,0,0,0,0,0,0,0,3
DANE ,VILLAGE OF BLUE MOUNDS,VILLAGE OF BLUE MOUNDS Ward 1,Recount,518,152,329,1,20,7,0,0,0,0,0,0,0,0,0,0,0,9
DANE ,VILLAGE OF BROOKLYN,VILLAGE OF BROOKLYN Ward 1,Recount,526,157,331,2,20,9,0,0,0,1,0,0,0,0,0,0,0,6
DANE ,VILLAGE OF BROOKLYN,VILLAGE OF BROOKLYN Ward 3,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,VILLAGE OF CAMBRIDGE,VILLAGE OF CAMBRIDGE Ward 2-3,Recount,869,312,513,2,27,9,0,0,0,1,0,0,0,0,0,0,0,5
DANE ,VILLAGE OF COTTAGE GROVE,VILLAGE OF COTTAGE GROVE Wards 1-10,Recount,3680,1197,2246,5,150,30,0,2,0,10,0,0,0,0,0,0,0,40
DANE ,VILLAGE OF CROSS PLAINS,VILLAGE OF CROSS PLAINS Ward 1-4,Recount,2200,695,1344,7,88,25,0,0,0,15,2,0,0,0,0,0,0,24
DANE ,VILLAGE OF CROSS PLAINS,VILLAGE OF CROSS PLAINS Ward 5,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,VILLAGE OF DANE,VILLAGE OF DANE Ward 1,Recount,552,238,268,2,29,6,0,1,0,3,0,0,0,0,0,0,0,5
DANE ,VILLAGE OF DEERFIELD,VILLAGE OF DEERFIELD Ward 1-3,Recount,1317,478,735,2,58,31,0,0,0,0,0,0,0,0,0,0,0,13
DANE ,VILLAGE OF DEFOREST,"VILLAGE OF DEFOREST Ward 1,3-6,15",Recount,2334,833,1306,8,120,29,1,0,0,14,0,0,1,0,0,0,0,22
DANE ,VILLAGE OF DEFOREST,VILLAGE OF DEFOREST Ward 2,Recount,349,105,213,0,19,4,0,1,0,0,0,0,1,0,0,0,0,6
DANE ,VILLAGE OF DEFOREST,"VILLAGE OF DEFOREST Ward 7-10,12",Recount,1857,624,1098,12,84,15,3,0,0,12,0,0,0,0,0,0,0,9
DANE ,VILLAGE OF DEFOREST,VILLAGE OF DEFOREST Ward 11,Recount,467,158,280,3,18,4,0,0,0,1,0,0,0,0,0,0,0,3
DANE ,VILLAGE OF DEFOREST,VILLAGE OF DEFOREST Ward 13,Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,VILLAGE OF DEFOREST,"VILLAGE OF DEFOREST Wards 14,16-17",Recount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,VILLAGE OF MAPLE BLUFF,VILLAGE OF MAPLE BLUFF Ward 1-2,Recount,1053,294,690,3,31,15,1,0,0,7,0,0,0,0,0,0,0,12
DANE ,VILLAGE OF MARSHALL,VILLAGE OF MARSHALL Ward 1-5,Recount,1754,694,937,9,68,26,0,0,0,5,0,0,0,0,0,0,0,15
DANE ,VILLAGE OF MAZOMANIE,VILLAGE OF MAZOMANIE Ward 1-3,Recount,932,304,551,6,42,18,1,0,0,5,1,0,0,0,0,0,1,3
DANE ,VILLAGE OF MCFARLAND,VILLAGE OF MCFARLAND Ward 1-10,Recount,4949,1465,3123,24,198,52,3,3,0,22,0,0,0,0,0,0,0,59
DANE ,VILLAGE OF MOUNT HOREB,VILLAGE OF MOUNT HOREB Ward 1-4,Recount,1959,579,1242,8,79,27,0,1,0,6,0,0,0,0,0,0,0,17
DANE ,VILLAGE OF MOUNT HOREB,VILLAGE OF MOUNT HOREB Ward 5-9,Recount,2152,626,1349,5,100,34,1,0,0,15,0,0,0,0,0,0,0,22
DANE ,VILLAGE OF OREGON,"VILLAGE OF OREGON Wards 1,5-6,11",Recount,1815,509,1194,6,67,16,2,1,0,7,0,0,0,0,0,0,0,13
DANE ,VILLAGE OF OREGON,"VILLAGE OF OREGON Wards 2-4,12",Recount,1878,535,1222,4,65,21,1,1,0,6,2,0,0,0,0,0,0,21
DANE ,VILLAGE OF OREGON,VILLAGE OF OREGON Wards 7-10,Recount,2279,709,1402,5,91,17,1,2,0,7,0,0,0,0,0,0,0,45
DANE ,VILLAGE OF ROCKDALE,VILLAGE OF ROCKDALE Ward 1,Recount,105,30,64,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1
DANE ,VILLAGE OF SHOREWOOD HILLS,VILLAGE OF SHOREWOOD HILLS Wards 1-2,Recount,1460,121,1285,0,28,13,1,1,0,4,0,0,0,0,0,0,0,7
DANE ,VILLAGE OF WAUNAKEE,VILLAGE OF WAUNAKEE Wards 1-5,Recount,3847,1407,2180,13,151,26,3,4,21,9,2,0,0,0,0,0,0,31
DANE ,VILLAGE OF WAUNAKEE,VILLAGE OF WAUNAKEE Wards 6-11,Recount,3857,1433,2171,9,148,30,0,0,0,21,1,0,0,0,1,0,0,43
DANE ,Village of Windsor,Village of Windsor Wards 1-2,Recount,433,177,229,0,19,3,0,0,0,1,0,0,0,0,0,0,0,4
DANE ,Village of Windsor,Village of Windsor Wards 3-5,Recount,1322,580,670,8,47,8,1,0,0,2,0,0,0,0,0,0,0,6
DANE ,Village of Windsor,Village of Windsor Wards 6-10,Recount,2524,922,1421,12,105,25,2,3,0,4,0,0,0,0,0,0,0,30
DANE ,CITY OF EDGERTON,CITY OF EDGERTON Ward 7,Recount,60,26,28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
DANE ,CITY OF FITCHBURG,CITY OF FITCHBURG Wards 1-4,Recount,2399,379,1839,9,80,36,1,2,0,19,0,0,0,0,0,0,0,34
