ELECTION,ELECTION,ELECTION,OFFICE TYPE,OFFICE,US CONGRESS,STATE SENATE,STATE ASSEMBLY,COURT OF APPEALS,COUNTYNO,COUNTY,MUNICIPALITY_TYPE,MUNICIPALITYNO,MUNICIPALITY,HINDI,ORDER,REPORTING UNIT,Joe Biden Barack Obama,Sarah Palin John McCain,Rosa Clemente Cynthia McKinney,Wayne A. Root Bob Barr,Stewart A. Alexander Brian Moore,Robert Moses Gloria LaRiva,Matt Gonzalez Ralph Nader,Darrell L. Castle Chuck Baldwin,David J. Klimisch Jeffrey J. Wamboldt,Scattering 
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,275,Ward 275,975,266,1,5,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,276,Ward 276,1157,414,2,3,1,0,9,3,0,5
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,277,Ward 277,547,264,3,1,3,0,3,0,0,6
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,278,Ward 278,657,246,0,1,1,0,6,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,279,Ward 279,671,137,0,0,0,0,5,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,280,Ward 280,434,245,2,1,0,0,6,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,281,Ward 281,340,107,0,1,0,0,3,4,1,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,282,Ward 282,481,285,1,5,0,0,5,3,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,283,Ward 283,431,302,2,3,1,0,6,3,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,284,Ward 284,475,350,2,6,0,0,6,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,285,Ward 285,367,399,2,4,0,0,7,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,5,14,1,41,Milwaukee,City,251,Milwaukee,41251,286,Ward 286,407,321,1,0,1,0,5,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,5,14,1,41,Milwaukee,City,251,Milwaukee,41251,287,Ward 287,363,528,0,0,0,0,5,4,0,5
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,288,Ward 288,482,337,3,1,0,1,8,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,5,13,1,41,Milwaukee,City,251,Milwaukee,41251,289,Ward 289,742,344,1,5,0,0,11,4,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,290,Ward 290,293,67,0,0,0,0,0,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,291,Ward 291,253,57,0,0,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,292,Ward 292,425,93,0,1,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,3,8,1,41,Milwaukee,City,251,Milwaukee,41251,293,Ward 293,194,63,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,294,Ward 294,250,52,1,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,295,Ward 295,475,136,0,1,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,3,9,1,41,Milwaukee,City,251,Milwaukee,41251,296,Ward 296,556,164,1,0,1,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,297,Ward 297,480,8,0,0,1,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,298,Ward 298,832,12,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,299,Ward 299,880,9,2,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,300,Ward 300,709,21,0,0,0,0,0,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,301,Ward 301,642,11,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,302,Ward 302,765,16,0,1,1,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,303,Ward 303,766,34,0,0,0,0,1,0,1,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,304,Ward 304,616,18,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,305,Ward 305,654,37,0,3,0,0,1,1,1,2
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,306,Ward 306,632,18,1,0,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,307,Ward 307,558,57,2,1,1,0,0,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,308,Ward 308,443,15,0,1,0,0,0,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,309,Ward 309,754,12,0,0,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,18,1,41,Milwaukee,City,251,Milwaukee,41251,310,Ward 310,730,22,2,0,1,0,3,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,311,Ward 311,918,367,1,5,1,0,3,2,0,6
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,312,Ward 312,740,511,2,6,1,0,6,1,0,5
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,313,Ward 313,729,31,0,0,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,6,16,1,41,Milwaukee,City,251,Milwaukee,41251,314,Ward 314,760,15,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,7,Wards 1 - 3,1184,1222,7,3,0,0,9,3,1,1
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,8,Wards 4 - 6,1341,1308,1,5,0,0,14,1,0,7
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,9,Wards 7 - 9,1524,1570,6,8,0,0,11,4,0,3
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,10,Wards 10 - 12,1270,1292,5,1,1,0,10,4,0,3
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,11,Wards 13 - 15,1600,2051,4,4,1,1,16,5,1,4
04-Nov-08,FALL,GENERAL,PRES,President,1,7,21,1,41,Milwaukee,City,265,Oak Creek,41265,12,Wards 16 - 18,1594,1388,2,6,2,0,20,5,0,8
04-Nov-08,FALL,GENERAL,PRES,President,4,7,20,1,41,Milwaukee,City,281,St Francis,41281,4,Wards 1 - 4,722,600,1,3,0,0,5,3,0,1
04-Nov-08,FALL,GENERAL,PRES,President,4,7,20,1,41,Milwaukee,City,281,St Francis,41281,5,Wards 5 - 8,920,644,2,6,0,0,19,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,7,20,1,41,Milwaukee,City,281,St Francis,41281,6,Wards 9 - 12,1221,880,3,4,0,0,20,7,1,9
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,11,Wards 1 & 2,834,680,5,9,16,1,13,4,0,5
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,12,Wards 3 & 4,710,489,2,4,1,0,11,3,3,4
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,13,Wards 5 & 6,771,538,1,3,0,0,10,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,14,Wards 7 & 8,617,531,1,7,1,0,7,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,15,Wards 9 & 10,848,803,4,3,0,0,15,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,16,Wards 11 & 12,694,586,2,5,0,0,8,4,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,17,Wards 13 & 14,745,621,1,2,0,0,12,1,0,6
04-Nov-08,FALL,GENERAL,PRES,President,4,7,21,1,41,Milwaukee,City,282,South Milwaukee,41282,18,Wards 15 & 16,820,653,2,4,1,0,11,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,1,Ward 1,678,399,0,2,0,1,4,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,2,Ward 2,727,465,2,3,1,0,11,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,3,Ward 3,709,490,1,7,0,0,3,3,0,7
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,4,Ward 4,838,653,3,7,0,0,9,1,0,6
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,5,Ward 5,965,908,2,8,0,0,8,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,6,Ward 6,290,287,0,0,0,0,4,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,7,Ward 7,664,625,1,7,0,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,8,Ward 8,332,366,0,2,0,0,4,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,9,Ward 9,688,737,2,7,0,0,6,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,10,Ward 10,872,631,1,5,0,0,8,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,11,Ward 11,758,500,0,6,1,0,6,5,0,5
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,12,Ward 12,581,633,1,2,1,0,2,3,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,13,Ward 13,366,287,2,1,0,0,4,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,14,Ward 14,826,517,1,2,0,0,2,1,0,7
04-Nov-08,FALL,GENERAL,PRES,President,5,5,13,1,41,Milwaukee,City,291,Wauwatosa,41291,15,Ward 15,851,542,0,9,0,0,9,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,16,Ward 16,773,747,1,6,1,0,7,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,17,Ward 17,615,745,0,3,0,0,1,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,18,Ward 18,444,466,0,1,0,0,5,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,19,Ward 19,720,692,0,0,0,0,6,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,20,Ward 20,718,908,1,3,0,0,9,3,0,9
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,21,Ward 21,268,272,0,3,0,0,1,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,291,Wauwatosa,41291,22,Ward 22,646,634,2,4,0,0,7,3,1,1
04-Nov-08,FALL,GENERAL,PRES,President,5,4,12,1,41,Milwaukee,City,291,Wauwatosa,41291,23,Ward 23,557,642,1,5,0,0,8,3,0,5
04-Nov-08,FALL,GENERAL,PRES,President,5,4,12,1,41,Milwaukee,City,291,Wauwatosa,41291,24,Ward 24,687,582,3,1,0,0,8,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,1,Ward 1,565,394,0,3,0,0,7,5,1,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,2,Ward 2,556,308,1,2,1,0,11,0,0,4
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,3,Ward 3,551,353,0,3,1,0,7,1,2,5
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,4,Ward 4,430,275,2,1,0,0,6,2,0,5
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,5,Ward 5,471,371,0,2,0,0,6,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,6,Ward 6,402,379,1,8,0,0,10,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,7,Ward 7,398,334,0,2,2,0,8,3,0,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,8,Ward 8,547,468,4,5,0,0,9,1,0,5
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,9,Ward 9,444,334,2,4,0,0,7,3,1,2
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,10,Ward 10,448,333,1,2,0,0,6,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,11,Ward 11,575,412,6,1,0,0,8,3,1,4
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,12,Ward 12,525,444,1,5,0,1,9,1,1,5
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,13,Ward 13,588,497,6,5,0,0,17,0,1,4
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,14,Ward 14,514,487,1,8,0,0,7,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,15,Ward 15,465,432,2,3,0,0,9,1,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,16,Ward 16,390,429,1,1,0,0,8,8,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,17,Ward 17,500,457,0,2,0,0,6,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,18,Ward 18,455,479,1,2,0,1,12,1,0,4
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,19,Ward 19,665,507,2,5,0,0,15,0,0,6
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,20,Ward 20,421,332,1,6,1,0,3,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,21,Ward 21,480,478,2,2,0,0,2,3,2,5
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,22,Ward 22,511,470,1,1,0,0,10,4,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,23,Ward 23,458,457,2,5,0,0,7,0,1,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,24,Ward 24,365,387,0,0,0,0,3,2,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,25,Ward 25,484,530,5,2,0,0,9,3,0,3
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,26,Ward 26,442,500,3,6,0,0,6,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,27,Ward 27,455,341,2,3,0,0,5,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,28,Ward 28,505,456,2,2,0,1,5,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,29,Ward 29,593,480,1,5,1,0,5,0,0,6
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,30,Ward 30,635,737,1,6,0,1,11,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,31,Ward 31,516,519,0,5,0,0,8,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,14,1,41,Milwaukee,City,292,West Allis,41292,32,Ward 32,467,310,1,1,0,0,4,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,5,5,15,1,41,Milwaukee,City,292,West Allis,41292,33,Ward 33,385,446,0,1,0,0,6,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,1,5,14,1,41,Milwaukee,City,292,West Allis,41292,34,Ward 34,0,0,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,4,5,15,1,41,Milwaukee,City,292,West Allis,41292,35,Ward 35,105,120,1,1,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,2,Adrian,42002,2,,179,165,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,4,Angelo,42004,3,Wards 1 - 3,321,272,2,0,0,0,2,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,6,Byron,42006,3,Wards 1 & 2,304,256,1,3,0,0,6,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,17,50,4,42,Monroe,Town,8,Clifton,42008,2,,109,94,0,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,17,50,4,42,Monroe,Town,10,Glendale,42010,2,,135,160,0,4,1,0,5,4,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,12,Grant,42012,2,,81,143,2,3,0,0,1,0,1,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,14,Greenfield,42014,2,,166,220,2,1,0,0,2,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,16,Jefferson,42016,2,,139,110,2,0,0,0,3,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,18,Lafayette,42018,3,Wards 1 & 2,79,101,0,1,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,20,La Grange,42020,3,Wards 1 - 3,452,516,1,3,0,0,4,3,1,2
04-Nov-08,FALL,GENERAL,PRES,President,3,32,94,4,42,Monroe,Town,22,Leon,42022,2,,269,286,1,0,0,0,1,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,24,Lincoln,42024,2,,146,256,2,2,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,26,Little Falls,42026,2,Wards 1 & 2,363,294,1,1,0,0,4,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,28,New Lyme,42028,2,,35,40,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,30,Oakdale,42030,2,,174,173,2,0,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,32,94,4,42,Monroe,Town,32,Portland,42032,2,,192,146,2,1,0,0,0,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,34,Ridgeville,42034,2,,133,108,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,36,Scott,42036,2,,10,37,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,38,Sheldon,42038,2,,93,106,0,0,0,0,1,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,40,Sparta,42040,3,Wards 1 - 4,780,703,2,5,1,0,6,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Town,42,Tomah,42042,3,Wards 1 & 2,315,360,1,4,1,0,2,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,44,Wellington,42044,3,Wards 1 & 2,162,94,0,4,1,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,46,Wells,42046,2,,145,107,0,1,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Town,48,Wilton,42048,3,Wards 1 - 3,131,112,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Village,111,Cashton,42111,2,Wards 1 & 2,316,164,3,1,1,0,4,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,3,17,50,4,42,Monroe,Village,141,Kendall,42141,2,,130,57,0,0,0,0,1,0,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,94,4,42,Monroe,Village,151,Melvina,42151,2,,26,6,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Village,161,Norwalk,42161,2,,135,78,0,1,0,0,2,0,0,2
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Village,165,Oakdale,42165,2,,73,54,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Village,185,Warrens,42185,2,,62,79,1,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,32,96,4,42,Monroe,Village,191,Wilton,42191,2,,127,89,0,1,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,Village,192,Wyeville,42192,2,,22,43,0,0,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,City,281,Sparta,42281,9,Wards 1 - 17,2251,1602,3,12,2,0,31,5,1,0
04-Nov-08,FALL,GENERAL,PRES,President,3,31,92,4,42,Monroe,City,286,Tomah,42286,2,Wards 1 - 16,2143,1635,9,18,1,0,24,5,3,13
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,2,Abrams,43002,2,Wards 1 - 4,512,479,0,3,1,0,6,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,6,Bagley,43006,2,,80,82,0,1,0,0,1,0,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,8,Brazeau,43008,2,Wards 1 - 3,375,352,1,2,0,0,5,0,0,3
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,10,Breed,43010,2,,169,153,1,1,0,0,3,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,89,3,43,Oconto,Town,12,Chase,43012,2,Wards 1 - 4,750,690,2,9,0,0,11,2,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,12,36,3,43,Oconto,Town,14,Doty,43014,4,Wards 1 & 2,77,102,0,0,0,0,1,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,16,Gillett,43016,2,Wards 1 & 2,193,305,2,2,0,0,4,2,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,18,How,43018,4,Wards 1 - 3,126,178,0,1,0,0,6,1,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,12,36,3,43,Oconto,Town,19,Lakewood,43019,2,,237,254,2,0,0,0,5,3,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,89,3,43,Oconto,Town,20,Lena,43020,2,Wards 1 & 2,166,159,1,0,0,0,2,1,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,89,3,43,Oconto,Town,22,Little River,43022,2,Wards 1 & 2,326,221,3,1,0,0,0,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,30,89,3,43,Oconto,Town,24,Little Suamico,43024,4,Wards 1 - 7,1118,1171,4,10,0,0,9,2,0,2
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,26,Maple Valley,43026,2,Wards 1 & 2,171,201,2,0,0,0,2,0,0,0
04-Nov-08,FALL,GENERAL,PRES,President,8,2,6,3,43,Oconto,Town,28,Morgan,43028,2,,264,259,2,0,0,0,5,1,1,1
04-Nov-08,FALL,GENERAL,PRES,President,8,12,36,3,43,Oconto,Town,29,Mountain,43029,2,Wards 1 & 2,266,187,2,0,0,0,3,1,0,1
04-Nov-08,FALL,GENERAL,PRES,President,8,30,89,3,43,Oconto,Town,30,Oconto,43030,2,Wards 1 - 3,402,317,2,1,0,0,2,2,0,2
