"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","other.nonas","decided.total","trump.defs","clinton.defs","other.defs"
"871","--","NBC/SurveyMonkey",2016-07-25,"2016-07-31","2016-08-02T11:09:07Z",12742,"Registered Voters","Internet",38,43,4,5,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25039","http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,4,85,44.7058823529412,50.5882352941176,4.70588235294118
"872","--","Morning Consult",2016-07-29,"2016-07-30","2016-07-31T13:39:34Z",1931,"Registered Voters","Internet",40,43,NA,17,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023","https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,0,83,48.1927710843374,51.8072289156626,NA
"876","--","Morning Consult",2016-07-29,"2016-07-30","2016-07-31T13:39:34Z",1931,"Registered Voters","Internet",36,41,NA,12,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023","https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,0,77,46.7532467532467,53.2467532467532,NA
"880","--","PPP (D)",2016-07-29,"2016-07-30","2016-07-31T13:13:24Z",1276,"Likely Voters","IVR/Online",41,46,2,5,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1,NA,2,89,46.0674157303371,51.685393258427,2.24719101123596
"884","--","PPP (D)",2016-07-29,"2016-07-30","2016-07-31T13:13:24Z",1276,"Likely Voters","IVR/Online",45,50,NA,5,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,0,95,47.3684210526316,52.6315789473684,NA
"888","--","RABA Research",2016-07-29,"2016-07-29","2016-07-30T15:39:56Z",956,"Likely Voters","Internet",31,46,2,15,"http://elections.huffingtonpost.com/pollster/polls/raba-research-25020","http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016-2.pdf","Nonpartisan","None","If the election for Present were held today, for whom would you vote?",1,NA,2,79,39.2405063291139,58.2278481012658,2.53164556962025
"889","--","Ipsos/Reuters",2016-07-25,"2016-07-29","2016-07-29T19:50:46Z",1050,"Likely Voters","Internet",35,40,8,17,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002","http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,8,83,42.1686746987952,48.1927710843374,9.63855421686747
"893","--","Ipsos/Reuters",2016-07-25,"2016-07-29","2016-07-29T19:50:46Z",1433,"Likely Voters","Internet",37,37,6,15,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002","http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,6,80,46.25,46.25,7.5
"894","--","Rasmussen",2016-07-26,"2016-07-27","2016-07-28T19:43:02Z",1000,"Likely Voters","IVR/Online",42,43,10,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24988","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1,NA,10,95,44.2105263157895,45.2631578947368,10.5263157894737
"895","--","YouGov/Economist",2016-07-23,"2016-07-24","2016-07-25T21:04:05Z",1057,"Registered Voters","Internet",38,40,8,9,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962","https://today.yougov.com/news/2016/07/25/convention-impact-limited/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1,NA,8,86,44.1860465116279,46.5116279069767,9.30232558139535
"899","--","Penn Schoen Berland",2016-07-22,"2016-07-24","2016-08-03T16:59:18Z",1000,"Likely Voters","Internet",44,41,NA,10,"http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049","http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf","Nonpartisan","None","If the 2016 Presidential Election were being held today, who would you vote for?",1,NA,0,85,51.7647058823529,48.2352941176471,NA
"903","--","CBS",2016-07-22,"2016-07-24","2016-07-25T11:42:31Z",1118,"Registered Voters","Live Phone",44,43,4,10,"http://elections.huffingtonpost.com/pollster/polls/cbs-24956","http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/","Nonpartisan","None","f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1,NA,4,91,48.3516483516484,47.2527472527472,4.3956043956044
"907","--","CBS",2016-07-22,"2016-07-24","2016-07-25T11:42:31Z",1118,"Registered Voters","Live Phone",40,39,2,7,"http://elections.huffingtonpost.com/pollster/polls/cbs-24956","http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2,NA,2,81,49.3827160493827,48.1481481481481,2.46913580246914
"911","--","CNN",2016-07-22,"2016-07-24","2016-07-25T11:11:43Z",882,"Registered Voters","Live Phone",48,45,6,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-24955","http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1,NA,6,99,48.4848484848485,45.4545454545455,6.06060606060606
"915","--","CNN",2016-07-22,"2016-07-24","2016-07-25T11:11:43Z",882,"Registered Voters","Live Phone",44,39,3,4,"http://elections.huffingtonpost.com/pollster/polls/cnn-24955","http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html","Nonpartisan","None","Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2,NA,3,86,51.1627906976744,45.3488372093023,3.48837209302326
"919","--","Morning Consult",2016-07-22,"2016-07-24","2016-07-25T11:08:10Z",2502,"Registered Voters","Internet",44,40,NA,16,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954","https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,0,84,52.3809523809524,47.6190476190476,NA
"923","--","Morning Consult",2016-07-22,"2016-07-24","2016-07-25T11:08:10Z",2502,"Registered Voters","Internet",40,36,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954","https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,0,76,52.6315789473684,47.3684210526316,NA
"927","--","University of Delaware/PSRAI",2016-07-21,"2016-07-24","2016-07-26T20:06:32Z",818,"Registered Voters","Live Phone",42,46,4,8,"http://elections.huffingtonpost.com/pollster/polls/university-of-delaware-psrai-24970","https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf","Nonpartisan","None","Now, suppose the 2016 presidential election were being held TODAY. If you had to choose between [READ AND RANDOMIZE CLINTON/TRUMP] who would you vote for?",1,NA,4,92,45.6521739130435,50,4.34782608695652
"931","--","NBC/SurveyMonkey",2016-07-18,"2016-07-24","2016-07-26T13:11:13Z",12931,"Registered Voters","Internet",45,46,NA,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24964","https://www.scribd.com/document/319270782/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-18-724?secret_password=MfT45x5rHCWmGNLI3vVQ","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1,NA,0,91,49.4505494505495,50.5494505494505,NA
"932","--","NBC/SurveyMonkey",2016-07-18,"2016-07-24","2016-07-26T13:11:13Z",12931,"Registered Voters","Internet",41,39,5,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24964","https://www.scribd.com/document/319270782/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-18-724?secret_password=MfT45x5rHCWmGNLI3vVQ","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,5,85,48.2352941176471,45.8823529411765,5.88235294117647
"933","--","RABA Research",2016-07-22,"2016-07-22","2016-07-26T20:44:46Z",909,"Likely Voters","Internet",34,39,3,15,"http://elections.huffingtonpost.com/pollster/polls/raba-research-24974","http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016.pdf","Nonpartisan","None","If the election for Present were held today, for whom would you vote?",1,NA,3,76,44.7368421052632,51.3157894736842,3.94736842105263
"934","--","Gravis Marketing/OANN",2016-07-21,"2016-07-22","2016-07-24T21:52:57Z",3462,"Registered Voters","Automated Phone",51,49,NA,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-oann-24953","http://www.oann.com/pollnational/","Sponsor","Rep","",1,NA,0,100,51,49,NA
"935","--","ARG",2016-07-17,"2016-07-20","2016-07-21T14:41:15Z",990,"Registered Voters","Live Phone",42,43,6,9,"http://elections.huffingtonpost.com/pollster/polls/arg-24947","http://americanresearchgroup.com/economy/","Nonpartisan","None","If the election for president were being held today between Hillary Clinton, the Democrat, and Donald Trump, the Republican, for whom would you vote - Clinton or Trump? ",1,NA,6,91,46.1538461538462,47.2527472527472,6.59340659340659
"939","--","Ipsos/Reuters",2016-07-16,"2016-07-20","2016-07-21T16:25:42Z",1232,"Registered Voters","Internet",36,40,13,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1,NA,13,89,40.4494382022472,44.9438202247191,14.6067415730337
"943","--","Ipsos/Reuters",2016-07-16,"2016-07-20","2016-07-21T16:25:42Z",1232,"Registered Voters","Internet",35,39,8,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24949","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical72016.pdf","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2,NA,8,82,42.6829268292683,47.5609756097561,9.75609756097561
"947","--","Rasmussen",2016-07-18,"2016-07-19","2016-07-21T14:00:01Z",1000,"Likely Voters","IVR/Online",43,42,11,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24946","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1,NA,11,96,44.7916666666667,43.75,11.4583333333333
"948","--","GQR (D-Democracy Corps)",2016-07-13,"2016-07-18","2016-07-19T19:39:58Z",900,"Likely Voters","Live Phone",40,43,4,2,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-24934","http://www.democracycorps.com/attachments/article/1037/Dcor_July%20National_EAlert_Memo_7.19.2016_final.pdf?ct=t%28July+National+Vote+Release%29","Sponsor","Dem","I know it’s a long way off, but thinking about the election for President in November, if the election for President were held today,
would you vote for --Democrat Hillary Clinton or Republican Donald Trump (or Libertarian Gary Johnson)? ",1,NA,4,87,45.9770114942529,49.4252873563218,4.59770114942529
"949","--","GQR (D-Democracy Corps)",2016-07-13,"2016-07-18","2016-07-19T19:39:58Z",900,"Likely Voters","Live Phone",43,50,1,6,"http://elections.huffingtonpost.com/pollster/polls/gqr-d-democracy-corps-24934","http://www.democracycorps.com/attachments/article/1037/Dcor_July%20National_EAlert_Memo_7.19.2016_final.pdf?ct=t%28July+National+Vote+Release%29","Sponsor","Dem","Well, what if you had to choose between Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",2,NA,1,94,45.7446808510638,53.1914893617021,1.06382978723404
"950","--","YouGov/Economist",2016-07-15,"2016-07-17","2016-07-18T21:00:19Z",1056,"Registered Voters","Internet",37,40,7,10,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24925","https://today.yougov.com/news/2016/07/18/yougoveconomist-poll-july-15-17-2016/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary
Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill
Stein, from the Green Party, who would you vote for?",1,NA,7,84,44.047619047619,47.6190476190476,8.33333333333333
"954","--","NBC/SurveyMonkey",2016-07-11,"2016-07-17","2016-07-19T14:15:34Z",9436,"Registered Voters","Internet",45,46,NA,9,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24929","https://www.scribd.com/document/318637789/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-11-7-17","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1,NA,0,91,49.4505494505495,50.5494505494505,NA
"955","--","NBC/SurveyMonkey",2016-07-11,"2016-07-17","2016-07-19T14:15:34Z",9436,"Registered Voters","Internet",40,39,5,7,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24929","https://www.scribd.com/document/318637789/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-11-7-17","Nonpartisan","None","If the 2016 presidential election were being held today among the following candidates for whom would you vote?",2,NA,5,84,47.6190476190476,46.4285714285714,5.95238095238095
"956","--","Monmouth University",2016-07-14,"2016-07-16","2016-07-18T17:00:34Z",805,"Registered Voters","Live Phone",40,43,4,10,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-24920","http://monmouth.edu/MonmouthPoll_US_071816/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?",1,NA,4,87,45.9770114942529,49.4252873563218,4.59770114942529
"960","--","Morning Consult",2016-07-14,"2016-07-16","2016-07-18T11:13:12Z",2002,"Registered Voters","Internet",39,41,NA,20,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat
Hillary Clinton and Republican Donald Trump, for whom would you vote?",1,NA,0,80,48.75,51.25,NA
"964","--","Morning Consult",2016-07-14,"2016-07-16","2016-07-18T11:13:12Z",2002,"Registered Voters","Internet",35,38,NA,15,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24914","https://morningconsult.com/2016/07/18/poll-trump-remains-within-striking-distance-clinton-security-issues-rise/","Nonpartisan","None","If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2,NA,0,73,47.945205479452,52.0547945205479,NA
"968","--","CNN",2016-07-13,"2016-07-16","2016-07-17T14:00:40Z",872,"Registered Voters","Live Phone",42,49,8,1,"http://elections.huffingtonpost.com/pollster/polls/cnn-24908","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf","Nonpartisan","None","Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1,NA,8,99,42.4242424242424,49.4949494949495,8.08080808080808
"972","--","CNN",2016-07-13,"2016-07-16","2016-07-17T14:00:40Z",872,"Registered Voters","Live Phone",37,42,5,3,"http://elections.huffingtonpost.com/pollster/polls/cnn-24908","http://i2.cdn.turner.com/cnn/2016/images/07/17/rel8a.-.2016.pdf","Nonpartisan","None","Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton
as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary
Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who
would you be more likely to vote for?",2,NA,5,84,44.047619047619,50,5.95238095238095
"976","--","Franklin Pierce/RKM/Boston Herald",2016-07-12,"2016-07-16","2016-07-18T14:36:39Z",1007,"Likely Voters","Live Phone",41,44,5,3,"http://elections.huffingtonpost.com/pollster/polls/franklin-pierce-rkm-boston-herald-24916","http://www.bostonherald.com/news/us_politics/2016/07/poll_donald_trump_hillary_clinton_too_close_to_call","Nonpartisan","None","If the election for US President were held today, which of the candidates would you vote for?",1,NA,5,90,45.5555555555556,48.8888888888889,5.55555555555556
"980","--","ICITIZEN",2016-07-12,"2016-07-15","2016-07-19T22:40:16Z",1000,"Registered Voters","Internet",41,46,NA,13,"http://elections.huffingtonpost.com/pollster/polls/icitizen-24935","https://icitizen.com/insights/national-poll-results-july-19-omnibus/","Nonpartisan","None","If the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?",1,NA,0,87,47.1264367816092,52.8735632183908,NA
"981","--","ICITIZEN",2016-07-12,"2016-07-15","2016-07-19T22:40:16Z",1000,"Registered Voters","Internet",32,39,3,10,"http://elections.huffingtonpost.com/pollster/polls/icitizen-24935","https://icitizen.com/insights/national-poll-results-july-19-omnibus/","Nonpartisan","None","Asking a different way, if the November 2016 general election for U.S. President were held today and these were the candidates, for whom would you vote?",2,NA,3,74,43.2432432432432,52.7027027027027,4.05405405405405
"982","--","ABC/Post",2016-07-11,"2016-07-14","2016-07-17T13:30:33Z",816,"Registered Voters","Live Phone",43,47,8,2,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24904","https://www.washingtonpost.com/politics/clinton-holds-narrow-lead-over-trump-on-eve-of-conventions/2016/07/17/cde98210-4b78-11e6-bdb9-701687974517_story.html?wpisrc=al_alert-politics","Nonpartisan","None","If the presidential election were held today and the candidates were (Hillary Clinton, the Democrat) and Donald Trump, (the Republican), for whom would you vote for?",1,NA,8,98,43.8775510204082,47.9591836734694,8.16326530612245
"983","--","ABC/Post",2016-07-11,"2016-07-14","2016-07-17T13:30:33Z",816,"Registered Voters","Live Phone",38,42,6,6,"http://elections.huffingtonpost.com/pollster/polls/abc-post-24904","https://www.washingtonpost.com/politics/clinton-holds-narrow-lead-over-trump-on-eve-of-conventions/2016/07/17/cde98210-4b78-11e6-bdb9-701687974517_story.html?wpisrc=al_alert-politics","Nonpartisan","None","",2,NA,6,86,44.1860465116279,48.8372093023256,6.97674418604651
"984","--","Rasmussen",2016-07-12,"2016-07-13","2016-07-14T13:06:54Z",1000,"Likely Voters","IVR/Online",44,37,13,6,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24884","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1,NA,13,94,46.8085106382979,39.3617021276596,13.8297872340426
"985","--","NBC/WSJ",2016-07-09,"2016-07-13","2016-07-17T13:24:34Z",1000,"Registered Voters","Live Phone",41,46,9,4,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24903","http://www.nbcnews.com/storyline/2016-conventions/poll-clinton-keeps-5-point-lead-over-trump-heading-conventions-n610966","Nonpartisan","None","And, if the election for president were held today, and Donald Trump were the Republican candidate, and Hillary Clinton were the Democratic candidate for whom would you vote?",1,NA,9,96,42.7083333333333,47.9166666666667,9.375
"986","--","NBC/WSJ",2016-07-09,"2016-07-13","2016-07-17T13:24:34Z",1000,"Registered Voters","Live Phone",35,41,8,5,"http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-24903","http://www.nbcnews.com/storyline/2016-conventions/poll-clinton-keeps-5-point-lead-over-trump-heading-conventions-n610966","Nonpartisan","None","And, if the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?",2,NA,8,84,41.6666666666667,48.8095238095238,9.52380952380952
"987","--","CBS/Times",2016-07-08,"2016-07-12","2016-07-14T12:23:24Z",1358,"Registered Voters","Live Phone",40,40,4,15,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-24883","http://www.cbsnews.com/news/hillary-clinton-donald-trump-tied-going-into-conventions-cbsnyt-poll/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump?",1,NA,4,84,47.6190476190476,47.6190476190476,4.76190476190476
"988","--","CBS/Times",2016-07-08,"2016-07-12","2016-07-14T12:23:24Z",1358,"Registered Voters","Live Phone",36,36,2,14,"http://elections.huffingtonpost.com/pollster/polls/cbs-times-24883","http://www.cbsnews.com/news/hillary-clinton-donald-trump-tied-going-into-conventions-cbsnyt-poll/","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2,NA,2,74,48.6486486486487,48.6486486486487,2.7027027027027
"989","--","YouGov/Economist",2016-07-09,"2016-07-11","2016-07-13T15:07:40Z",1049,"Registered Voters","Internet",37,40,6,13,"http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24874","https://today.yougov.com/news/2016/07/12/yougoveconomist-poll-july-9-11-2016/","Nonpartisan","None","",1,NA,6,83,44.578313253012,48.1927710843374,7.2289156626506
"993","--","AP-GfK (web)",2016-07-07,"2016-07-11","2016-07-14T18:49:00Z",837,"Registered Voters","Internet",36,40,2,16,"http://elections.huffingtonpost.com/pollster/polls/ap-gfk-web-24888","http://ap-gfkpoll.com/main/wp-content/uploads/2016/07/July-2016-AP-GfK-Poll-Posted-Topline_Clinton_Trump.pdf","Nonpartisan","None","If the 2016 presidential election were held today, for whom would you vote?",1,NA,2,78,46.1538461538462,51.2820512820513,2.56410256410256
"994","--","Morning Consult",2016-07-08,"2016-07-10","2016-07-11T16:42:29Z",2001,"Registered Voters","Internet",41,42,NA,18,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24853","https://morningconsult.com/2016/07/11/voters-largely-unmoved-potential-vp-picks-poll-shows/","Nonpartisan","None","",1,NA,0,83,49.3975903614458,50.6024096385542,NA
"998","--","Morning Consult",2016-07-08,"2016-07-10","2016-07-11T16:42:29Z",2001,"Registered Voters","Internet",37,39,NA,13,"http://elections.huffingtonpost.com/pollster/polls/morning-consult-24853","https://morningconsult.com/2016/07/11/voters-largely-unmoved-potential-vp-picks-poll-shows/","Nonpartisan","None","",2,NA,0,76,48.6842105263158,51.3157894736842,NA
"1002","--","NBC/SurveyMonkey",2016-07-04,"2016-07-10","2016-07-12T14:29:32Z",7869,"Registered Voters","Internet",44,47,NA,10,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24859","https://www.scribd.com/document/318010091/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-4-7-10","Nonpartisan","None","",1,NA,0,91,48.3516483516484,51.6483516483517,NA
"1003","--","NBC/SurveyMonkey",2016-07-04,"2016-07-10","2016-07-12T14:29:32Z",7869,"Registered Voters","Internet",38,40,6,6,"http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-24859","https://www.scribd.com/document/318010091/NBC-News-SurveyMonkey-Toplines-and-Methodology-7-4-7-10","Nonpartisan","None","",2,NA,6,84,45.2380952380952,47.6190476190476,7.14285714285714
"1004","--","RABA Research",2016-07-07,"2016-07-09","2016-07-12T19:00:02Z",781,"Likely Voters","Internet",29,41,2,18,"http://elections.huffingtonpost.com/pollster/polls/raba-research-24866","http://www.rabaresearch.com/documents/RABA-National-Survey-July-2016.pdf","Nonpartisan","None","",1,NA,2,72,40.2777777777778,56.9444444444444,2.77777777777778
"1005","--","McClatchy/Marist",2016-07-05,"2016-07-09","2016-07-13T14:21:38Z",1053,"Registered Voters","Live Phone",39,42,14,4,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24872","http://maristpoll.marist.edu/wp-content/misc/usapolls/us160705_MCC/McClatchy-Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Election%202016_July%2013%202016.pdf","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",1,NA,14,95,41.0526315789474,44.2105263157895,14.7368421052632
"1009","--","McClatchy/Marist",2016-07-05,"2016-07-09","2016-07-13T14:21:38Z",1053,"Registered Voters","Live Phone",35,40,7,9,"http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-24872","http://maristpoll.marist.edu/wp-content/misc/usapolls/us160705_MCC/McClatchy-Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_Election%202016_July%2013%202016.pdf","Nonpartisan","None","If November's presidential election were held today, whom would you support if the candidates are:",2,NA,7,82,42.6829268292683,48.780487804878,8.53658536585366
"1013","--","Ipsos/Reuters",2016-07-02,"2016-07-06","2016-07-07T14:25:34Z",1345,"Registered Voters","Internet",33,44,12,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24829","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical7062016.pdf","Nonpartisan","None","",1,NA,12,89,37.0786516853933,49.438202247191,13.4831460674157
"1017","--","Ipsos/Reuters",2016-07-02,"2016-07-06","2016-07-07T14:25:34Z",1345,"Registered Voters","Internet",33,42,9,11,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-24829","http://big.assets.huffingtonpost.com/2016ReutersTrackingCorePolitical7062016.pdf","Nonpartisan","None","",2,NA,9,84,39.2857142857143,50,10.7142857142857
"1021","--","Rasmussen",2016-07-05,"2016-07-05","2016-07-08T15:00:09Z",1000,"Likely Voters","IVR/Online",40,38,8,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24836","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/libertarian_johnson_doesn_t_change_presidential_outcome_so_far","Nonpartisan","None","",1,NA,8,86,46.5116279069767,44.1860465116279,9.30232558139535
"1022","--","Rasmussen",2016-07-05,"2016-07-05","2016-07-07T14:46:17Z",1000,"Likely Voters","IVR/Online",42,40,13,5,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-24830","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch","Nonpartisan","None","",1,NA,13,95,44.2105263157895,42.1052631578947,13.6842105263158
